,baseline,v5,v5(compound),defensive,defensive(fixed),balanced,balanced(fixed),aggressive,aggressive(fixed),SOXL 보유
2011-08-19,219176625.01519734,153320048.0740447,167247429.55105904,196785784.0306818,172228474.35082945,236538051.5939256,198073537.86802578,244073155.79568943,224666852.39550534,307966.7605216683
2011-08-22,221161075.101239,155304498.16008636,167247429.55105904,196992062.08069512,172331800.10034537,236967547.60952467,198250193.88648736,244747310.27317086,224931836.42319772,316593.5459700066
2011-08-23,229207228.6242259,163350651.68307328,167247429.55105904,198036398.81302062,172854913.80831176,239142693.01261562,199144853.00445178,248161507.28410625,226273825.1001444,365046.6922392395
2011-08-24,229125229.8075856,163268652.86643296,167247429.55105904,198027478.60106003,172850445.6276856,239123002.15308422,199136753.95645466,248130599.7072338,226261676.5281487,364471.2572098833
2011-08-25,224411880.21312565,158555303.271973,167247429.55105904,197579484.10086498,172626042.8494517,238134079.82554767,198730000.28562793,246578346.85557404,225651546.02190858,335571.52595795
2011-08-26,230322939.74152902,164476176.59777743,167247429.55105904,197991251.0235806,172832299.04545853,239043031.84044337,199103861.36487487,248005075.04024193,226212337.640779,362170.4650908595
2011-08-29,233493306.25253487,168730383.5104113,167247429.55105904,198554342.43293762,173114354.46489862,240286024.03546965,199615116.52016637,249956126.3266727,226979220.37371624,402571.31294270937
2011-08-30,233493306.25253487,168730383.5104113,167247429.55105904,198554342.43293762,173114354.46489862,240286024.03546965,199615116.52016637,249956126.3266727,226979220.37371624,402571.31294270937
2011-08-31,232929794.46406248,168166871.7219389,167247429.55105904,198446033.2780945,173060101.84518033,240046937.74879795,199516777.93275648,249580846.7319614,226831712.4926014,393945.47549277195
2011-09-01,230632353.29729453,165869430.55517095,167247429.55105904,198198692.2594677,172936207.4408363,239500946.54638547,199292206.27567437,248723836.65409502,226494855.0069782,374247.0167201322
2011-09-02,226775946.79394397,162013024.0518204,167247429.55105904,197875550.30688757,172774343.9539155,238787629.10224035,198998811.6573189,247604184.47719342,226054763.079445,348511.7041304575
2011-09-06,225473921.68891495,160710998.94679135,167247429.55105904,197788893.46028268,172730937.08815563,238596339.05201834,198920132.1412903,247303927.80618578,225936743.80540216,341610.2757717868
2011-09-07,232427406.23040456,167664483.488281,167247429.55105904,198340834.7731296,173007407.36618584,239814718.04445347,199421263.63952002,249216345.20515472,226688441.0527467,385605.93355991127
2011-09-08,232156543.5946812,167393620.85255763,167247429.55105904,198275838.56715202,172974850.42812145,239671242.62395525,199362250.76021084,248991140.32868454,226599921.73378292,379854.4272615521
2011-09-09,231281716.2515448,166518793.50942123,167247429.55105904,198136107.97302553,172904858.64582813,239360116.5813236,199234281.49871638,248502784.1924613,226407967.84154123,367489.68411840085
2011-09-12,234278254.53315824,169515331.79103467,167247429.55105904,198514222.64067197,173094258.25201505,240435753.18100747,199676701.61930045,250191147.30523288,227071598.0224174,400989.10361158004
2011-09-13,234278254.53315824,169515331.79103467,167247429.55105904,198760927.8030572,173217834.15265623,240962659.58051264,199893423.50555283,251018201.0974423,227396680.851796,425288.19862386654
2011-09-14,234278254.53315824,169515331.79103467,167247429.55105904,199051055.34949604,173363160.55160692,241581828.79114407,200148094.01128867,251990074.36402807,227778686.61039978,457206.3567843174
2011-09-15,234278254.53315824,169515331.79103467,167247429.55105904,199147383.2554625,173411411.7013664,241766380.2909929,200224001.89397052,252279753.9313122,227892548.43442252,477909.69386192836
2011-09-16,234278254.53315824,169515331.79103467,167247429.55105904,199151730.5066448,173413589.2621234,241775483.34315935,200227746.0706175,252294042.45356593,227898164.69939297,479490.95519465685
2011-09-19,234270762.0261412,169507839.28401762,167247429.55105904,199108531.76557583,173391950.7877496,241686075.9698399,200190971.92134002,252153704.9909259,227843003.47547674,463388.25435669255
2011-09-20,234016854.17930248,169253931.4371789,167247429.55105904,198998102.65249267,173336636.2699085,241490439.94413412,200110504.8620109,251846626.69940257,227722302.886483,448148.23206356214
2011-09-21,233077326.5028019,168314403.76067835,167247429.55105904,198662037.78402683,173168299.62712,240918307.24124825,199875180.94362134,250948583.8553355,227369317.00889868,420112.12735486357
2011-09-22,229926364.77282447,165163442.0307009,167247429.55105904,197951849.60342026,172812562.66890374,239730982.6706536,199386822.44052714,249084910.74448335,226636779.25425738,377985.92241334607
2011-09-23,232137877.2124697,167374954.4703461,167247429.55105904,198414766.33414727,173044440.0701238,240496501.2113347,199701687.89339203,250286499.89327997,227109077.43355465,398689.2594909571
2011-09-26,232075383.43703127,167312460.69490772,167247429.55105904,198400258.8684535,173037173.20500514,240472510.43020776,199691820.24452046,250248842.9839546,227094275.9602473,397969.72870466165
2011-09-27,234230599.3722929,169467676.63016933,167247429.55105904,198835046.67084035,173254960.67952845,241191629.2620874,199987601.03183094,251377601.25584844,227537947.141213,419680.78808244667
2011-09-28,232575912.24725512,167812989.50513154,167247429.55105904,198357762.69507873,173015886.6504482,240392399.66113886,199658869.88180315,250123097.85082,227044850.41617137,383449.2371978267
2011-09-29,231357721.43486136,166594798.69273776,167247429.55105904,198058464.64433336,172865966.69813177,239898178.02846506,199455591.5679311,249347347.40277332,226739932.94536328,367776.9276338784
2011-09-30,227733140.64831537,162970217.9061918,167247429.55105904,197132528.41963267,172402160.42104626,238381015.25921887,198831567.3059147,246965946.79180637,225803896.55233863,330827.74195976485
2011-10-03,222182380.02156442,157419457.27944085,167247429.55105904,195979894.41581017,171824800.04579154,236501776.15251586,198058617.41518185,244016216.38214236,224644471.71623936,294020.7560457887
2011-10-04,229309296.29139698,164546373.54927337,167247429.55105904,197381839.10267782,172527041.44055513,238779268.51150733,198995372.86250532,247591061.3527117,226049604.88722453,331114.9854752425
2011-10-05,232484010.95441264,167721088.21228907,167247429.55105904,198236028.05861533,172954909.13706848,240172743.666134,199568523.16821456,249778316.83502492,226909330.3457884,362314.56084779877
2011-10-06,233212193.6581183,168449270.91599476,167247429.55105904,198475785.348947,173075004.81241456,240566090.1244343,199730310.51122957,250395729.4917984,227152011.36031088,374822.45174948836
2011-10-07,233384119.28827202,168621196.54614845,167247429.55105904,198577124.64883444,173125766.19548762,240732347.65363067,199798693.90031904,250656694.0960134,227254586.4439451,380717.1058063859
2011-10-10,234099292.82668635,169336370.08456278,167247429.55105904,199047376.72288504,173361317.9083798,241503907.941161,200116044.3842533,251867766.61727986,227730612.1698465,411054.0026341083
2011-10-11,234040133.66190988,169277210.91978627,167247429.55105904,199019375.9263745,173347292.16358382,241457547.93384248,200096976.04831702,251794998.05744523,227702009.66594207,408321.87124266755
2011-10-12,234432653.5466008,169669730.8044772,167247429.55105904,199128138.81860065,173401772.06272024,241637692.26839903,200171071.2197164,252077759.95819262,227813152.42304116,419105.3530530905
2011-10-13,234823959.86627033,170061037.12414676,167247429.55105904,199287420.01260394,173481556.84230837,241905742.9992101,200281323.17347378,252498503.32671118,227978530.3536772,445416.1006721214
2011-10-14,234823959.86627033,170061037.12414676,167247429.55105904,199372756.41265604,173524302.2895133,242049409.4342105,200340414.61896327,252724008.0273409,228067167.52191153,461232.5059930089
2011-10-17,234816467.35895437,170053544.61683077,167247429.55105904,199244738.16969356,173460177.28491414,241829551.59023753,200249984.8828698,252378910.1811663,227931522.9177713,423275.5980187212
2011-10-18,235292028.82708046,170529106.08495688,167247429.55105904,199458035.1234525,173567018.83986962,242181005.53344148,200394541.4143022,252930566.63625348,228148357.71491992,450592.17194112437
2011-10-19,235284536.3198058,170521613.57768223,167247429.55105904,199248715.01140594,173462169.30563864,241836204.87588653,200252721.44598043,252389353.44989836,227935627.76243722,421118.9016566367
2011-10-20,234916349.49718615,170153426.75506258,167247429.55105904,199014851.8526257,173345026.0314824,241455806.5402981,200096259.79568842,251792264.69505686,227700935.28699923,400845.9558530416
2011-10-21,235792575.46274638,171035706.07040867,167247429.55105904,199408805.5610945,173542359.49570453,242092896.04473767,200358301.09798312,252792266.38628393,228093997.2404413,425288.19862386654
2011-10-24,235792575.46274638,171657275.2183543,167247429.55105904,200043957.4277721,173860510.37349626,243120172.55663833,200780830.22947782,254404721.53128314,228727790.93768325,469427.0041705293
2011-10-25,235785082.95550233,171649782.71111026,167247429.55105904,200012076.3079092,173844540.954525,243059572.0298531,200755904.62507233,254309600.47081646,228690402.53107503,444122.08285487065
2011-10-26,235881793.0808208,171752570.28787056,167247429.55105904,200012076.3079092,173844540.954525,243114746.1611983,200778598.2986141,254396204.03950292,228724443.04138774,450304.9284256467
2011-10-27,235881793.0808208,172519950.54913306,167247429.55105904,200012076.3079092,173844540.954525,243574748.50099316,200967801.87415332,255118242.48866552,229008248.40469655,507671.15566029464
2011-10-28,235881793.0808208,172519950.54913306,167247429.55105904,200012076.3079092,173844540.954525,243574748.50099316,200967801.87415332,255118242.48866552,229008248.40469655,511697.3048689861
2011-10-31,235874300.573372,172512458.0416843,167247429.55105904,200010175.9697407,173843590.84280995,243571662.8580326,200966535.05853325,255113394.6720473,229006348.18126646,472733.6225929254
2011-11-01,235144002.40528974,171782159.87360203,167247429.55105904,199826083.37042874,173751550.1007157,243272800.0179484,200843836.44468948,254643854.8512529,228822300.26050076,427443.9469875502
2011-11-02,235425573.11307213,172063730.58138442,167247429.55105904,199882484.35955375,173779748.89259174,243363560.76209268,200881098.4124028,254786447.9669734,228878193.2120708,433914.0360738039
2011-11-03,236273450.91991588,172911608.38822818,167247429.55105904,200187839.02088445,173932417.00492147,243854963.81433254,201082844.71626398,255558485.40401804,229180812.66786253,472877.7183498647
2011-11-04,236273450.91991588,172911608.38822818,167247429.55105904,200234457.170111,173955724.67218187,243930848.43363988,201113999.2672896,255677706.81856582,229227544.494401,489410.8104618449
2011-11-07,236265958.41291475,172904115.88122705,167247429.55105904,200228970.24519432,173952981.37536803,243921916.86481148,201110332.39751622,255663674.5379855,229222044.18974093,487255.0620981612
2011-11-08,236377720.40205956,173015877.87037188,167247429.55105904,200248603.45376375,173962797.38694686,243953875.63157484,201123453.1199885,255713884.57284513,229241725.27344936,495018.22100326477
2011-11-09,236370227.89472044,173008385.36303276,167247429.55105904,200092845.3974137,173884923.06094354,243700393.8185744,201019385.75891745,255315642.33899194,229085624.23184276,427876.23425836803
2011-11-10,236561425.0046815,173199582.47299382,167247429.55105904,200170432.42072955,173923714.23033094,243825108.01715833,201070587.37129784,255511579.3194379,229162426.65041327,439234.2030997462
2011-11-11,236561425.0046815,173199582.47299382,167247429.55105904,200445001.79562107,174060990.62881643,244266474.06337345,201251790.90283442,256205004.2169132,229434231.94771814,484092.53943270445
2011-11-14,236553932.49733555,173192089.96564788,167247429.55105904,200420909.32113636,174048945.1189005,244224038.76020464,201234369.0216953,256138334.62145722,229408099.12600943,467413.45556698315
2011-11-15,236850362.6860666,173488520.15437892,167247429.55105904,200448253.59869507,174062616.4321849,244390611.17726365,201302755.59217688,256400034.54652363,229510678.9817318,486392.38355332747
2011-11-16,236842870.17876956,173481027.64708188,167247429.55105904,200437973.96946296,174057476.92790005,244327991.0299958,201277046.79122227,256301652.78478312,229472115.78029987,478485.1288912846
2011-11-17,235979375.67995918,172617533.1482715,167247429.55105904,200365470.7177217,174021227.49082622,243894648.2860146,201099137.23916563,255620833.20114353,229205251.4522149,424138.27656355506
2011-11-18,235401224.59305644,172039382.06136876,167247429.55105904,200293802.91870487,173985395.75489318,243703343.91098112,201020596.92404234,255320277.1937621,229087440.97952992,411485.3419065253
2011-11-21,233890995.67079782,170529153.13911015,167247429.55105904,200158379.62377605,173917688.19571546,243175765.56046617,200803998.79399735,254491405.17981094,228762543.78446242,387906.7256789351
2011-11-22,232371957.5925591,169010115.06087142,167247429.55105904,200010118.94674796,173843562.3330351,242755106.03508383,200631296.35748813,253830512.04867488,228503490.12969863,373959.7732046546
2011-11-23,227831127.84776616,164469285.31607848,167247429.55105904,199451357.87214378,173564198.66414145,241398841.30147707,200074479.71620926,251699700.80500218,227668265.16778028,338734.99662180775
2011-11-25,225287065.2114331,161925222.67974544,167247429.55105904,199148343.32085314,173412700.53618634,240729562.69854474,199799706.32239434,250648205.22531155,227256105.0770579,324644.89638898877
2011-11-28,232005117.4136232,168643274.88193554,167247429.55105904,200051804.1989521,173864403.70070332,242608209.59071833,200570987.788858,253599724.80813587,228413027.27675337,357857.0723666903
2011-11-29,230974178.63762933,167612336.10594165,167247429.55105904,199901732.4007504,173789372.332112,242269981.93615553,200432127.88788536,253068339.39981154,228204737.42529443,349805.7219477082
2011-11-30,240839537.34881914,177477694.81713152,167247429.55105904,201011902.69279456,174344423.96326208,245296263.73726302,201674572.68962768,257822894.4129567,230068404.6279079,409615.8890599183
2011-12-01,240992988.07600507,177631145.54431745,167247429.55105904,201062919.13704187,174369930.645253,245445183.1840602,201735711.8051204,258056859.968334,230160113.301147,416661.4131755283
2011-12-02,240937321.36516225,177575478.83347464,167247429.55105904,201045008.25615487,174360975.74552014,245392900.46399423,201714247.05132812,257974719.21438986,230127916.17045856,413929.2817840875
2011-12-05,241385373.7514375,178023531.21974987,167247429.55105904,201127334.66480923,174402136.46449977,245634874.43225005,201813589.84845504,258354881.6114939,230276930.36614898,426726.31219805655
2011-12-06,241341374.49096856,177979531.95928094,167247429.55105904,201119868.22553948,174398403.47026885,245603016.5139857,201800510.5294943,258304830.01850057,230257311.38770783,424138.27656355506
2011-12-07,241802461.92548046,178445574.42748207,167247429.55105904,201162877.3290615,174419906.72363028,245786528.42041436,201875851.63425085,258593143.37199026,230370323.04484266,439090.10734280694
2011-12-08,241794969.4183993,178009416.67839822,167247429.55105904,201064002.8973177,174370472.49267334,245369499.10196218,201704639.58496466,257937953.6153887,230113504.9709134,401708.63439787546
2011-12-09,242058054.08349195,178680689.43954137,167247429.55105904,201166986.29962063,174421961.08486432,245634102.51384085,201813272.9361257,258353668.85974655,230276454.99765494,416230.07390311133
2011-12-12,242050561.57626244,177916425.05588588,167247429.55105904,200951535.74038413,174314242.3094716,245082416.04786634,201586777.18097466,257486920.87496743,229936711.36492842,382873.8021684705
2011-12-13,241500692.647433,176577014.22382343,167247429.55105904,200634778.60380694,174155873.3037474,244405896.02895987,201309030.81232607,256424048.39355886,229520091.8119555,355413.1324891281
2011-12-14,240557237.71843,175141632.19606847,167247429.55105904,200339862.31676942,174008424.06344077,243828690.38677046,201072058.11883396,255517207.53733614,229164632.7717173,338303.65734939073
2011-12-15,240478451.96483746,175038042.9373859,167247429.55105904,200319932.76761308,173998459.8905147,243791514.37111795,201056795.44654083,255458800.74536964,229141738.76327765,337440.97880455694
2011-12-16,241358639.7354088,176143592.12831512,167247429.55105904,200501807.8796802,174089391.95593014,244130779.04589605,201196081.0978105,255991815.4037068,229350667.24018216,345348.2334665998
2011-12-19,239731463.43861854,173846429.174496,167247429.55105904,199895889.7368763,173786451.17655885,243001075.29314917,200732279.4271943,254216951.39764297,228654964.73425782,316306.302454529
2011-12-20,243645139.24349323,178978299.9295159,167247429.55105904,201034384.64290103,174355664.25960892,245051832.07143733,201574220.88085848,257438870.7567004,229917876.91475412,358001.16812362964
2011-12-21,243350251.58497605,178435564.81735986,167247429.55105904,200844894.01174986,174260924.66455594,244693360.99754164,201427050.01191506,256875681.15524468,229697120.61133897,347504.9298286843
2011-12-22,245006301.02873692,181096496.54769644,167247429.55105904,201458493.95156357,174567706.11052677,246150927.58624524,202025456.29075706,259165646.52753013,230594730.029602,381723.88010815904
2011-12-23,245006301.02873692,181216016.67933592,167247429.55105904,201497288.134248,174587102.03071344,246232136.34543732,202058796.67587164,259293232.634345,230644740.60727385,387187.19489263964
2011-12-27,244998808.5215348,181208524.1721338,167247429.55105904,201490814.2534272,174583865.2857427,246218584.42109627,202053232.9118015,259271941.36867702,230636394.96116862,386181.3685892674
2011-12-28,244625873.1667866,180835588.8173856,167247429.55105904,201367513.89310688,174522218.82789057,245961504.11211982,201947688.18249002,258868045.58098882,230478077.86720142,367345.58836146153
2011-12-29,245040159.55417734,181249875.20477635,167247429.55105904,201495389.11981055,174586152.58082396,246199541.08995476,202045414.6419444,259242022.61969844,230624667.55638298,377985.92241334607
2011-12-30,244959023.0162397,181168738.6668387,167247429.55105904,201443886.31523904,174560402.73335364,246103669.72951815,202006054.50259227,259091400.276064,230565627.34735477,373241.19041676
2012-01-03,245436244.22934043,181645959.8799394,167247429.55105904,201591728.56506026,174634319.39506242,246378874.89044672,202119040.4186703,259523771.80110097,230735106.2214718,386899.95137716207
2012-01-04,245432677.5333184,181642393.1839174,167247429.55105904,201588922.40825576,174632916.4013751,246373651.2900489,202116895.86122748,259515565.06521502,230731889.38530755,386612.7078616844
2012-01-05,245634750.14431155,181844465.79491052,167247429.55105904,201749614.91578752,174713257.80400336,246673264.39115623,202239902.49592632,259986283.61209735,230916399.33735585,403289.8957306039
2012-01-06,245634750.14431155,181844465.79491052,167247429.55105904,201763910.99197048,174720405.41051134,246704370.5694829,202252673.18686125,260035154.1554977,230935555.3737583,406884.7056668785
2012-01-09,245634750.14431155,181844465.79491052,167247429.55105904,201807139.49734384,174742018.35817495,246820441.93622714,202300326.47089767,260217512.48658058,231007035.29981297,429456.5475926955
2012-01-10,245634750.14431155,181844465.79491052,167247429.55105904,201813927.42787814,174745412.11852163,246854704.69924954,202314393.1026948,260271342.30230784,231028135.24750867,442684.91727908154
2012-01-11,245634750.14431155,181844465.79491052,167247429.55105904,201816278.20924088,174746587.43823537,246862490.81176,202317589.70355693,260283574.97021604,231032930.14880183,448148.23206356214
2012-01-12,245634750.14431155,181844465.79491052,167247429.55105904,201817181.4184721,174747039.01558405,246872214.0384177,202321581.58970997,260298851.01490963,231038917.97803137,463244.1585997533
2012-01-13,245627257.63696706,181836973.28756604,167247429.55105904,201804457.5526442,174740702.0660796,246836716.92890692,202307057.27424753,260242988.0246467,231017131.50483772,433051.35752897005
2012-01-17,245716685.622702,181932472.8932776,167247429.55105904,201942256.28269133,174809303.6624635,247062260.87826753,202399068.90803656,260598458.26483276,231155148.9555213,438658.76807039004
2012-01-18,245716685.622702,182819033.2932275,167247429.55105904,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,503213.6671791862
2012-01-19,245716685.622702,182819033.2932275,167247429.55105904,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,534125.9990362648
2012-01-20,245716685.622702,182819033.2932275,167247429.55105904,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,541890.1059397693
2012-01-23,245709193.11567855,182811540.78620404,167234898.5249997,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,537719.8609741386
2012-01-24,245753745.856414,182862129.21054858,167319506.36904573,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,541458.7666673524
2012-01-25,245753745.856414,182934541.4464965,167440613.9818565,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,548503.3427845613
2012-01-26,245746253.34912336,182927048.93920586,167428068.48169404,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,531537.9634017634
2012-01-27,245842019.45721036,183028891.7430483,167598594.69652578,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,538870.7310328509
2012-01-30,245834526.9500129,182809004.05743086,167230401.5902147,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,520035.89880344586
2012-01-31,245864095.21011338,182861715.0599476,167318707.92680192,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,522192.59516553045
2012-02-01,246253753.50535968,183556354.48682448,168482432.02809444,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,556555.6412019444
2012-02-02,246253753.50535968,183556354.48682448,168482432.02809444,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,567338.1750139664
2012-02-03,246253753.50535968,183556354.48682448,168482432.02809444,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,591348.1305139734
2012-02-06,246246260.99817634,183548861.97964114,168469808.46927598,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,572514.2462829694
2012-02-07,246252279.31837845,183554880.29984325,168479948.2815108,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,573088.7333139246
2012-02-08,246473348.59411892,183775949.5755837,168852411.17337072,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,594798.8446933088
2012-02-09,246473348.59411892,183775949.5755837,168852411.17337072,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,599974.9159623117
2012-02-10,246465856.086756,183768457.0682208,168839759.8938143,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,562880.6865328578
2012-02-13,246536748.88242427,183845406.64091283,168969691.10495612,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,568775.3405897556
2012-02-14,246536748.88242427,183926534.29079545,169106677.10075906,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,576970.7867656769
2012-02-15,246536748.88242427,183926534.29079545,169106677.10075906,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,584734.8936691813
2012-02-16,246536748.88242427,183926534.29079545,169106677.10075906,202689413.87286934,175182859.90165165,248289145.89536116,202902768.50113648,262526002.58884138,231910698.34517118,628011.0206710104
2012-02-17,246529256.37532815,183919041.78369933,169094006.77062628,202677042.34206077,175176756.21297243,248268939.5000414,202894630.24956414,262493955.04904118,231898490.96781266,613346.4334072361
2012-02-21,246221422.48547027,183611207.89384145,168573440.04338086,202168757.9398002,174925986.1344821,247438926.47533298,202560337.33405417,261177546.3070022,231397051.5945477,588760.0948794719
2012-02-22,245986627.65434128,183376413.06271246,168176440.62005663,201801791.95915154,174744937.71481532,246821532.40753183,202311678.02775434,260198353.30166107,231024062.63509798,579847.0139140569
2012-02-23,246135556.72182265,183531371.80711624,168438251.10655293,201941461.9201121,174813846.07973278,247168949.29587704,202451602.3434518,260749359.8706367,231233949.10864425,583297.7280933922
2012-02-24,246012271.90159267,183363498.49748623,168154659.54379854,201775371.8805578,174731889.37110296,246761176.91551858,202287345.031011,260102677.03705588,230987563.139983,578984.335369223
2012-02-27,246030516.59968236,183386483.58934438,168193463.3322517,201800096.0688752,174744099.5555259,246817892.42659575,202310209.36580485,260192585.44846112,231021859.64217383,579558.8224001783
2012-02-28,246944670.1069079,184538155.2821815,170137733.34090203,203045302.5208633,175359048.13461104,249667341.62306765,203458934.20247415,264709690.67418233,232744946.89717776,608888.9449261277
2012-02-29,246937177.59956163,184530662.77483523,170124985.75848642,202654455.40741515,175166191.22832516,249109527.48533022,203234223.8458745,263825085.02744025,232407881.3622782,580709.6924588907
2012-03-01,246943089.83641553,184536575.01168916,170135044.70403644,202682888.59617978,175180242.62256292,249154238.57490385,203252273.51923597,263895914.54861546,232434955.87232038,581284.179489846
2012-03-02,246751578.55034322,184345063.7256168,169809211.95127422,201774437.12269086,174731288.6279341,247724558.978541,202675107.73225302,261631093.59268302,231569207.19184595,563456.1215622141
2012-03-05,245737608.66896737,183331093.84424096,168084106.42219782,197799614.4631151,172766481.81178677,241387640.03106606,200116139.4671521,251593938.60443622,227730754.79419452,521329.91662069666
2012-03-06,244780790.01605693,182374275.19133055,166457107.15618134,195569366.4943295,171663940.5005333,237814608.0935404,198673123.00418597,245942066.81548283,225568973.9590333,505514.4592982101
2012-03-07,246579122.97206944,184172608.14734304,169508378.4243378,200121656.24535674,173914505.49201038,245124379.22404465,201625433.02003425,257181250.42369494,229868715.47984058,529812.6063120957
2012-03-08,247383331.6831497,184992956.48941723,170904089.46298617,202814326.5603392,175245634.10329375,249435809.91764736,203366638.21783656,264041712.6047302,232492652.67985484,552384.4482379127
2012-03-09,247383331.6831497,185497225.83078903,171762035.096435,204041385.9920762,175852170.41429746,251389409.78177202,204155515.09061286,267151097.36322117,233681680.68557325,570213.4541639455
2012-03-12,247375839.17595637,185489733.3235957,171749165.81310385,203051372.505602,175362802.34491736,249812614.05758488,203518788.41511387,264641763.63355502,232722098.36727053,554685.2403569365
2012-03-13,247853385.11753827,185967279.2651776,172569408.47250804,206860363.9858893,177245824.40934718,255914429.01274553,205983112.43052328,274333013.1503442,236428892.3357706,590629.5477260789
2012-03-14,247845892.6103587,185959786.75799802,172556478.69671857,206742608.66514486,177187642.76208475,255731364.50811583,205909228.89925912,274041077.80243284,236317345.27168515,585310.3286985375
2012-03-15,248261278.45250013,186375172.60013947,173273307.6134334,207463531.67606297,177543841.27464396,256851595.65107736,206361343.3274701,275827549.82597965,236999940.93760812,618378.4089192998
2012-03-16,248261278.45250013,186375172.60013947,173273307.6134334,207468630.19674858,177546356.70975628,256858469.68930927,206364111.88918352,275838561.3997079,237004135.4073443,619671.4787381496
2012-03-19,248261278.45250013,186375172.60013947,173273307.6134334,207524130.43234998,177573738.6210959,256933297.42169055,206394249.22447115,275958428.5090025,237049794.54514876,634625.2055142033
2012-03-20,248253785.9456404,186367680.09327972,173260325.09787896,207457376.3625675,177540777.0665846,256836522.56627193,206355223.72153223,275804149.6675437,236990917.61352068,622259.5143726511
2012-03-21,248318932.14977825,186438878.47217584,173383692.8942712,207720131.13353497,177670674.2716781,257255836.4199397,206524573.90333197,276468691.9376418,237245106.55745724,628298.2641864879
2012-03-22,248311439.64268592,186327512.50220853,173190717.10998186,207293406.85185695,177459716.00313205,256533922.34890705,206233008.05000556,275324627.1273881,236807491.9688172,617514.782376065
2012-03-23,248361458.9380817,186428077.38197327,173365031.09323418,207478703.12848607,177551320.30915368,257140001.89621168,206477812.05068845,276284796.6252209,237174813.39180225,622259.5143726511
2012-03-26,248361458.9380817,186874943.65113008,174139606.0517954,208392690.89874557,178003165.41327566,260129534.68185753,207685326.12925056,281020904.6267424,238986653.8371154,648571.2099900829
2012-03-27,248353966.4310438,186867451.14409214,174126558.62915117,208392690.89874557,178003165.41327566,260129534.68185753,207685326.12925056,281020904.6267424,238986653.8371154,646989.9486573546
2012-03-28,248076735.76588902,186590220.4789374,173643791.2038075,208367862.72930261,177990889.14069763,260089391.59438688,207669110.2660937,280957331.7778036,238962330.0423801,623697.6279468412
2012-03-29,248121267.72075182,186634752.43380022,173721336.01721203,208445489.55152938,178029271.67353842,260214901.46420956,207719810.17489782,281156096.2599924,239038379.9055863,625710.2285519864
2012-03-30,248249715.8413508,186768066.5096112,173953479.76281324,208700806.14442188,178155512.80038574,260627706.6186434,207886563.46460503,281809837.69787174,239288509.8401471,632899.8484245357
2012-04-02,248245450.9695148,186759377.4921742,173938349.32086223,208682251.5304625,178146338.48332348,260597706.84387678,207874445.00852695,281762328.3688787,239270332.15603,632324.4133951794
2012-04-03,248014151.93727708,186303686.08659548,173144854.5358918,207716689.01235098,177668916.71082157,259036473.7104792,207243782.43516117,279289871.8539114,238324338.29598126,603138.3866261694
2012-04-04,246675140.49023646,184641034.29128838,170250674.12470955,204698303.02949384,176176477.6827935,254150958.9803672,205270271.09595215,271552896.21264553,235364071.2871678,562018.0079880242
2012-04-05,246953832.2845655,185035220.53616023,170936180.43772736,205305672.99249604,176476791.3744104,255134213.37793195,205667458.2522944,273110033.1252082,235959852.02168104,567338.1750139664
2012-04-09,246161525.9268783,183592327.5094634,168427139.75081208,202832185.54414856,175253777.07994395,251129960.62029696,204049934.06931633,266768673.461232,233533565.74721396,543758.6107879754
