date,close,shares,invested,cash,equity,n_active,halted,ref_close,vol,bull,interest,exposure
2001-10-11,37.139958,0,0.0,72239.60742262672,72239.60742262672,0,True,16.586983,0.17361508178362764,True,0.0,0.0
2001-10-12,35.229095,0,0.0,72239.60742262672,72239.60742262672,0,True,16.302513,0.1738173590029799,True,0.0,0.0
2001-10-15,33.012502,0,0.0,72239.60742262672,72239.60742262672,0,True,15.960597,0.1588931559892847,True,0.0,0.0
2001-10-16,36.067654,0,0.0,72239.60742262672,72239.60742262672,0,True,16.452959,0.1601649084558414,True,0.0,0.0
2001-10-17,31.660339,0,0.0,72239.60742262672,72239.60742262672,0,True,15.782793,0.14838731393638624,True,0.0,0.0
2001-10-18,28.203451,0,0.0,72239.60742262672,72239.60742262672,0,True,15.208382,0.14203043913748653,True,0.0,0.0
2001-10-19,28.873046,0,0.0,72239.60742262672,72239.60742262672,0,True,15.328745,0.13625078713011177,True,0.0,0.0
2001-10-22,33.139121,0,0.0,72239.60742262672,72239.60742262672,0,True,16.083685,0.12739511277481216,True,0.0,0.0
2001-10-23,32.716426,0,0.0,72239.60742262672,72239.60742262672,0,True,16.015305,0.12546224789246638,True,0.0,0.0
2001-10-24,35.800888,0,0.0,72239.60742262672,72239.60742262672,0,True,16.518595,0.12366709854498112,True,0.0,0.0
2001-10-25,40.442697,0,0.0,72239.60742262672,72239.60742262672,0,True,17.232527,0.12173292181759034,True,0.0,0.0
2001-10-26,40.904902,0,0.0,72239.60742262672,72239.60742262672,0,True,17.298164,0.12150133949408135,True,0.0,0.0
2001-10-29,34.132718,0,0.0,72239.60742262672,72239.60742262672,0,True,16.34354,0.1271811187764941,True,0.0,0.0
2001-10-30,27.963111,0,0.0,72239.60742262672,72239.60742262672,0,True,15.358831,0.13614080794700154,True,0.0,0.0
2001-10-31,31.055727,0,0.0,72239.60742262672,72239.60742262672,0,True,15.925039,0.1269004723623099,True,0.0,0.0
2001-11-01,36.784672,0,0.0,72239.60742262672,72239.60742262672,0,True,16.904284,0.12741315354485072,True,0.0,0.0
2001-11-02,37.856058,0,0.0,72239.60742262672,72239.60742262672,0,True,17.068401,0.12743353341873373,True,0.0,0.0
2001-11-05,42.387887,0,0.0,72239.60742262672,72239.60742262672,0,True,17.749496,0.12740932797925128,True,0.0,0.0
2001-11-06,45.934962,0,0.0,72239.60742262672,72239.60742262672,0,True,18.244598,0.12191531494038578,True,0.0,0.0
2001-11-07,46.926652,0,0.0,72239.60742262672,72239.60742262672,0,True,18.375883,0.118173251147635,True,0.0,0.0
2001-11-08,43.112685,0,0.0,72239.60742262672,72239.60742262672,0,True,17.878056,0.10925270717043314,True,0.0,0.0
2001-11-09,44.161482,0,0.0,72239.60742262672,72239.60742262672,0,True,18.023033,0.10836903404187002,True,0.0,0.0
2001-11-12,46.735149,0,0.0,72239.60742262672,72239.60742262672,0,True,18.373154,0.10726998465843599,True,0.0,0.0
2001-11-13,52.955341,0,0.0,72239.60742262672,72239.60742262672,0,True,19.188276,0.10883982224525984,True,0.0,0.0
2001-11-14,53.747985,0,0.0,72239.60742262672,72239.60742262672,0,True,19.284006,0.10302794994760037,True,0.0,0.0
2001-11-15,52.146987,0,0.0,72239.60742262672,72239.60742262672,0,True,19.092539,0.09850022294563072,True,0.0,0.0
2001-11-16,51.586681,0,0.0,72239.60742262672,72239.60742262672,0,True,19.024153,0.09893036800229374,True,0.0,0.0
2001-11-19,50.941353,0,0.0,72239.60742262672,72239.60742262672,0,True,18.94483,0.09589534025878708,True,0.0,0.0
2001-11-20,42.269779,0,0.0,72239.60742262672,72239.60742262672,0,True,17.86985,0.10645969551826592,True,0.0,0.0
2001-11-21,43.861423,0,0.0,72239.60742262672,72239.60742262672,0,True,18.094139,0.10508362841145957,True,0.0,0.0
2001-11-23,46.049511,0,0.0,72239.60742262672,72239.60742262672,0,True,18.395027,0.10222132414209285,True,0.0,0.0
2001-11-26,51.616493,0,0.0,72239.60742262672,72239.60742262672,0,True,19.136303,0.10502326244663453,True,0.0,0.0
2001-11-27,51.771428,0,0.0,72239.60742262672,72239.60742262672,0,True,19.155451,0.0948256201664284,True,0.0,0.0
2001-11-28,44.851896,0,0.0,72239.60742262672,72239.60742262672,0,True,18.302029,0.08861422357149241,True,0.0,0.0
2001-11-29,48.532015,0,0.0,72239.60742262672,72239.60742262672,0,True,18.802591,0.08754207825268574,True,0.0,0.0
2001-11-30,46.625724,0,0.0,72239.60742262672,72239.60742262672,0,True,18.556416,0.0813400609174129,True,0.0,0.0
2001-12-03,44.790646,0,0.0,72239.60742262672,72239.60742262672,0,True,18.312963,0.08204342830019248,True,0.0,0.0
2001-12-04,51.41395,0,0.0,72239.60742262672,72239.60742262672,0,True,19.215633,0.08387859054853429,True,0.0,0.0
2001-12-05,63.70931,0,0.0,72239.60742262672,72239.60742262672,0,True,20.74741,0.09450934856299592,True,0.0,0.0
2001-12-06,62.449502,0,0.0,72239.60742262672,72239.60742262672,0,True,20.610645,0.09484546008334564,True,0.0,0.0
2001-12-07,55.73627,0,0.0,72239.60742262672,72239.60742262672,0,True,19.872114,0.0966413222616279,True,0.0,0.0
2001-12-10,52.168781,0,0.0,72239.60742262672,72239.60742262672,0,True,19.448128,0.09818307752454333,True,0.0,0.0
2001-12-11,53.841696,0,0.0,72239.60742262672,72239.60742262672,0,True,19.656013,0.09769249842423192,True,0.0,0.0
2001-12-12,53.369643,0,0.0,72239.60742262672,72239.60742262672,0,True,19.598566,0.09369488910573728,True,0.0,0.0
2001-12-13,45.794344,0,0.0,72239.60742262672,72239.60742262672,0,True,18.671301,0.0996651842959426,True,0.0,0.0
2001-12-14,48.612078,0,0.0,72239.60742262672,72239.60742262672,0,True,19.054243,0.10063399261060388,True,0.0,0.0
2001-12-17,51.836177,0,0.0,72239.60742262672,72239.60742262672,0,True,19.475487,0.10173987378882947,True,0.0,0.0
2001-12-18,53.037424,0,0.0,72239.60742262672,72239.60742262672,0,True,19.625929,0.10181388545013116,True,0.0,0.0
2001-12-19,44.832276,0,0.0,72239.60742262672,72239.60742262672,0,True,18.61385,0.10007633062112274,True,0.0,0.0
2001-12-20,38.033323,0,0.0,72239.60742262672,72239.60742262672,0,True,17.672903,0.10640778494070924,True,0.0,0.0
2001-12-21,40.91189,0,0.0,72239.60742262672,72239.60742262672,0,True,18.118767,0.10721333935322916,True,0.0,0.0
2001-12-24,40.004045,0,0.0,72239.60742262672,72239.60742262672,0,True,17.98473,0.10344857725729965,True,0.0,0.0
2001-12-26,41.464183,0,0.0,72239.60742262672,72239.60742262672,0,True,18.203566,0.10397116602535504,True,0.0,0.0
2001-12-27,43.389464,0,0.0,72239.60742262672,72239.60742262672,0,True,18.485291,0.09980904987322672,True,0.0,0.0
2001-12-28,44.48735,0,0.0,72239.60742262672,72239.60742262672,0,True,18.641214,0.09823636050189417,True,0.0,0.0
2001-12-31,41.256013,0,0.0,72239.60742262672,72239.60742262672,0,True,18.189884,0.09922542067114341,True,0.0,0.0
2002-01-02,46.281235,0,0.0,72239.60742262672,72239.60742262672,0,True,18.928427,0.10243401562344737,True,0.0,0.0
2002-01-03,56.915136,0,0.0,72239.60742262672,72239.60742262672,0,True,20.378138,0.10825311404651569,True,0.0,0.0
2002-01-04,56.319324,0,0.0,72239.60742262672,72239.60742262672,0,True,20.307016,0.09639472081940728,True,0.0,0.0
2002-01-07,52.609657,0,0.0,72239.60742262672,72239.60742262672,0,True,19.861164,0.09735473612982885,True,0.0,0.0
2002-01-08,53.022732,0,0.0,72239.60742262672,72239.60742262672,0,True,19.913132,0.09418727134296284,True,0.0,0.0
2002-01-09,52.148691,0,0.0,72239.60742262672,72239.60742262672,0,True,19.803719,0.09307015397612375,True,0.0,0.0
2002-01-10,50.376814,0,0.0,72239.60742262672,72239.60742262672,0,True,19.579424,0.09306377740840804,True,0.0,0.0
2002-01-11,49.574505,0,0.0,72239.60742262672,72239.60742262672,0,True,19.475487,0.09310034800130235,True,0.0,0.0
2002-01-14,46.670992,0,0.0,72239.60742262672,72239.60742262672,0,True,19.095284,0.08740364641693119,True,0.0,0.0
2002-01-15,47.05208,0,0.0,72239.60742262672,72239.60742262672,0,True,19.147236,0.0863328975237438,True,0.0,0.0
2002-01-16,41.0832,0,0.0,72239.60742262672,72239.60742262672,0,True,18.337605,0.08980781058888991,True,0.0,0.0
2002-01-17,44.04311,0,0.0,72239.60742262672,72239.60742262672,0,True,18.777981,0.0913450500426668,True,0.0,0.0
2002-01-18,40.674904,0,0.0,72239.60742262672,72239.60742262672,0,True,18.299294,0.0851838907885315,True,0.0,0.0
2002-01-22,35.202931,0,0.0,72239.60742262672,72239.60742262672,0,True,17.478701,0.08330988667794877,True,0.0,0.0
2002-01-23,38.343118,0,0.0,72239.60742262672,72239.60742262672,0,True,17.998413,0.08396022764967223,True,0.0,0.0
2002-01-24,40.126231,0,0.0,72239.60742262672,72239.60742262672,0,True,18.277416,0.08451392735399267,True,0.0,0.0
2002-01-25,41.297202,0,0.0,72239.60742262672,72239.60742262672,0,True,18.455204,0.08437115377547533,True,0.0,0.0
2002-01-28,43.482376,0,0.0,72239.60742262672,72239.60742262672,0,True,18.780722,0.08455783124347287,True,0.0,0.0
2002-01-29,40.480551,0,0.0,72239.60742262672,72239.60742262672,0,True,18.348536,0.08580824400241382,True,0.0,0.0
2002-01-30,43.594417,0,0.0,72239.60742262672,72239.60742262672,0,True,18.819008,0.08583859367864291,True,0.0,0.0
2002-01-31,44.620917,0,0.0,72239.60742262672,72239.60742262672,0,True,18.966715,0.08188978010359023,True,0.0,0.0
2002-02-01,43.28887,0,0.0,72239.60742262672,72239.60742262672,0,True,18.777981,0.06564535143804744,True,0.0,0.0
2002-02-04,40.867485,0,0.0,72239.60742262672,72239.60742262672,0,True,18.42786,0.06636484431975388,True,0.0,0.0
2002-02-05,39.102183,0,0.0,72239.60742262672,72239.60742262672,0,True,18.162529,0.06558598322072738,True,0.0,0.0
2002-02-06,38.748846,0,0.0,72239.60742262672,72239.60742262672,0,True,18.107817,0.06538728507244725,True,0.0,0.0
2002-02-07,34.973468,0,0.0,72239.60742262672,72239.60742262672,0,True,17.519732,0.0682118231973313,True,0.0,0.0
2002-02-08,37.266837,0,0.0,72239.60742262672,72239.60742262672,0,True,17.902681,0.07059177185578187,True,0.0,0.0
2002-02-11,41.588557,0,0.0,72239.60742262672,72239.60742262672,0,True,18.594715,0.07590229612207665,True,0.0,0.0
2002-02-12,40.891122,0,0.0,72239.60742262672,72239.60742262672,0,True,18.490765,0.07496460347640846,True,0.0,0.0
2002-02-13,43.613164,0,0.0,72239.60742262672,72239.60742262672,0,True,18.901064,0.0765875028041698,True,0.0,0.0
2002-02-14,42.912567,0,0.0,72239.60742262672,72239.60742262672,0,True,18.799858,0.07015026740914036,True,0.0,0.0
2002-02-15,39.821982,0,0.0,72239.60742262672,72239.60742262672,0,True,18.348536,0.07027558050972943,True,0.0,0.0
2002-02-19,34.585995,0,0.0,72239.60742262672,72239.60742262672,0,True,17.544342,0.07489303671462871,True,0.0,0.0
2002-02-20,36.70514,0,0.0,72239.60742262672,72239.60742262672,0,True,17.902681,0.06900011517285752,True,0.0,0.0
2002-02-21,29.891328,0,0.0,72239.60742262672,72239.60742262672,0,True,16.794868,0.08023432433696913,True,0.0,0.0
2002-02-22,30.271026,0,0.0,72239.60742262672,72239.60742262672,0,True,16.865976,0.07931784562636789,True,0.0,0.0
2002-02-25,35.042901,0,0.0,72239.60742262672,72239.60742262672,0,True,17.752232,0.08668109319782816,True,0.0,0.0
2002-02-26,33.504039,0,0.0,72239.60742262672,72239.60742262672,0,True,17.492382,0.0858601126111331,True,0.0,0.0
2002-02-27,33.048204,0,0.0,72239.60742262672,72239.60742262672,0,True,17.41305,0.08475295791477293,True,0.0,0.0
2002-02-28,29.995689,0,0.0,72239.60742262672,72239.60742262672,0,True,16.87693,0.08443212451756969,True,0.0,0.0
2002-03-01,38.338089,0,0.0,72239.60742262672,72239.60742262672,0,True,18.441532,0.10284356838003307,True,0.0,0.0
2002-03-04,45.895453,0,0.0,72239.60742262672,72239.60742262672,0,True,19.653282,0.11083255412714439,True,0.0,0.0
2002-03-05,48.233314,0,0.0,72239.60742262672,72239.60742262672,0,True,19.98699,0.11034547511267695,True,0.0,0.0
2002-03-06,47.936263,0,0.0,72239.60742262672,72239.60742262672,0,True,19.945951,0.1097205153787622,True,0.0,0.0
2002-03-07,49.159019,0,0.0,72239.60742262672,72239.60742262672,0,True,20.115543,0.1096714250189058,True,0.0,0.0
2002-03-08,54.49334,0,0.0,72239.60742262672,72239.60742262672,0,True,20.843138,0.10800338927874431,True,0.0,0.0
2002-03-11,51.232262,0,0.0,72239.60742262672,72239.60742262672,0,True,20.427372,0.10910481109689181,True,0.0,0.0
2002-03-12,45.778354,0,0.0,72239.60742262672,72239.60742262672,0,True,19.702515,0.11036015124265812,True,0.0,0.0
2002-03-13,42.041404,0,0.0,72239.60742262672,72239.60742262672,0,True,19.166397,0.11210795575406247,True,0.0,0.0
2002-03-14,41.699454,0,0.0,72239.60742262672,72239.60742262672,0,True,19.114426,0.11112981873736519,True,0.0,0.0
2002-03-15,43.543292,0,0.0,72239.60742262672,72239.60742262672,0,True,19.396156,0.11153162236286443,True,0.0,0.0
2002-03-18,45.090775,0,0.0,72239.60742262672,72239.60742262672,0,True,19.625929,0.11031486587186642,True,0.0,0.0
2002-03-19,45.939114,0,0.0,72239.60742262672,72239.60742262672,0,True,19.749014,0.10473922281549732,True,0.0,0.0
2002-03-20,41.186136,0,0.0,72239.60742262672,72239.60742262672,0,True,19.067919,0.10765270466999724,True,0.0,0.0
2002-03-21,44.358859,0,0.0,72239.60742262672,72239.60742262672,0,True,19.557545,0.09635583681458723,True,0.0,0.0
2002-03-22,42.869912,0,0.0,72239.60742262672,72239.60742262672,0,True,19.338711,0.09710209629100813,True,0.0,0.0
2002-03-25,39.359072,0,0.0,72239.60742262672,72239.60742262672,0,True,18.810799,0.0947018455381423,True,0.0,0.0
2002-03-26,41.213446,0,0.0,72239.60742262672,72239.60742262672,0,True,19.106216,0.09432120424730467,True,0.0,0.0
2002-03-27,41.408102,0,0.0,72239.60742262672,72239.60742262672,0,True,19.136303,0.09416380352011963,True,0.0,0.0
2002-03-28,43.663209,0,0.0,72239.60742262672,72239.60742262672,0,True,19.483694,0.09101300974673775,True,0.0,0.0
2002-04-01,46.918143,0,0.0,72239.60742262672,72239.60742262672,0,True,19.967836,0.0751650296427939,True,0.0,0.0
2002-04-02,42.791918,0,0.0,72239.60742262672,72239.60742262672,0,True,19.38249,0.06698087460955666,True,0.0,0.0
2002-04-03,40.074459,0,0.0,72239.60742262672,72239.60742262672,0,True,18.972183,0.06712385153602941,True,0.0,0.0
2002-04-04,40.490435,0,0.0,72239.60742262672,72239.60742262672,0,True,19.037834,0.06726511329913364,True,0.0,0.0
2002-04-05,39.478125,0,0.0,72239.60742262672,72239.60742262672,0,True,18.879185,0.06688316166803529,True,0.0,0.0
2002-04-08,39.100638,0,0.0,72239.60742262672,72239.60742262672,0,True,18.819008,0.06128839674655421,True,0.0,0.0
2002-04-09,36.45796,0,0.0,72239.60742262672,72239.60742262672,0,True,18.395027,0.06163568806125775,True,0.0,0.0
2002-04-10,36.864568,0,0.0,72239.60742262672,72239.60742262672,0,True,18.463415,0.05761765901143956,True,0.0,0.0
2002-04-11,34.652689,0,0.0,72239.60742262672,72239.60742262672,0,True,18.094139,0.05625605814703621,True,0.0,0.0
2002-04-12,35.202686,0,0.0,72239.60742262672,72239.60742262672,0,True,18.189884,0.056542961459891294,True,0.0,0.0
2002-04-15,37.505409,0,0.0,72239.60742262672,72239.60742262672,0,True,18.586506,0.05767783906889028,True,0.0,0.0
2002-04-16,43.648746,0,0.0,72239.60742262672,72239.60742262672,0,True,19.601303,0.06730109665140678,True,0.0,0.0
2002-04-17,46.499385,0,0.0,72239.60742262672,72239.60742262672,0,True,20.028013,0.06873280460755682,True,0.0,0.0
2002-04-18,42.326954,0,0.0,72239.60742262672,72239.60742262672,0,True,19.428984,0.06752802433300455,True,0.0,0.0
2002-04-19,40.664424,0,0.0,72239.60742262672,72239.60742262672,0,True,19.174591,0.06585402123842315,True,0.0,0.0
2002-04-22,38.489083,0,0.0,72239.60742262672,72239.60742262672,0,True,18.832685,0.0665117257181017,True,0.0,0.0
2002-04-23,36.225026,0,0.0,72239.60742262672,72239.60742262672,0,True,18.463415,0.06515722501680417,True,0.0,0.0
2002-04-24,32.683028,0,0.0,72239.60742262672,72239.60742262672,0,True,17.86165,0.06758492429813373,True,0.0,0.0
2002-04-25,33.508822,0,0.0,72239.60742262672,72239.60742262672,0,True,18.012091,0.06799228907981165,True,0.0,0.0
2002-04-26,29.158023,0,0.0,72239.60742262672,72239.60742262672,0,True,17.232527,0.0719851081150517,True,0.0,0.0
2002-04-29,29.36629,0,0.0,72239.60742262672,72239.60742262672,0,True,17.273548,0.06901981638033194,True,0.0,0.0
2002-04-30,31.249654,0,0.0,72239.60742262672,72239.60742262672,0,True,17.642815,0.06956161834616278,True,0.0,0.0
2002-05-01,31.598499,0,0.0,72239.60742262672,72239.60742262672,0,True,17.708469,0.06877623401226748,True,0.0,0.0
2002-05-02,27.73287,0,0.0,72239.60742262672,72239.60742262672,0,True,16.986343,0.07343340625085223,True,0.0,0.0
2002-05-03,24.30311,0,0.0,72239.60742262672,72239.60742262672,0,True,16.286102,0.07767559125610163,True,0.0,0.0
2002-05-06,22.84592,0,0.0,72239.60742262672,72239.60742262672,0,True,15.960597,0.07803418350752177,True,0.0,0.0
2002-05-07,22.434779,0,0.0,72239.60742262672,72239.60742262672,0,True,15.864861,0.07738502029384313,True,0.0,0.0
2002-05-08,30.32562,0,0.0,72239.60742262672,72239.60742262672,0,True,17.724882,0.10621951408554392,True,0.0,0.0
2002-05-09,28.879551,0,0.0,72239.60742262672,72239.60742262672,0,True,17.443142,0.10592287027183786,True,0.0,0.0
2002-05-10,24.002135,0,0.0,72239.60742262672,72239.60742262672,0,True,16.461159,0.11273491464310763,True,0.0,0.0
2002-05-13,27.842966,0,0.0,72239.60742262672,72239.60742262672,0,True,17.339201,0.11751578583985207,True,0.0,0.0
2002-05-14,33.205993,0,0.0,72239.60742262672,72239.60742262672,0,True,18.452467,0.11945207553987494,True,0.0,0.0
2002-05-15,32.393849,0,0.0,72239.60742262672,72239.60742262672,0,True,18.302029,0.1180819193244749,True,0.0,0.0
2002-05-16,33.817189,0,0.0,72239.60742262672,72239.60742262672,0,True,18.570091,0.11741687757212335,True,0.0,0.0
2002-05-17,33.891967,0,0.0,72239.60742262672,72239.60742262672,0,True,18.583775,0.11725064848722991,True,0.0,0.0
2002-05-20,32.619832,0,0.0,72239.60742262672,72239.60742262672,0,True,18.351269,0.1169656213927611,True,0.0,0.0
2002-05-21,29.935965,0,0.0,72239.60742262672,72239.60742262672,0,True,17.847973,0.11769393723150062,True,0.0,0.0
2002-05-22,27.720038,0,0.0,72239.60742262672,72239.60742262672,0,True,17.407581,0.11674857459705508,True,0.0,0.0
2002-05-23,29.484142,0,0.0,72239.60742262672,72239.60742262672,0,True,17.776846,0.11758444070103612,True,0.0,0.0
2002-05-24,26.367347,0,0.0,72239.60742262672,72239.60742262672,0,True,17.150461,0.1161098313993185,True,0.0,0.0
2002-05-28,26.051965,0,0.0,72239.60742262672,72239.60742262672,0,True,17.082079,0.116083343315697,True,0.0,0.0
2002-05-29,23.686615,0,0.0,72239.60742262672,72239.60742262672,0,True,16.565107,0.1165525034381763,True,0.0,0.0
2002-05-30,22.900502,0,0.0,72239.60742262672,72239.60742262672,0,True,16.381836,0.11647852751675293,True,0.0,0.0
2002-05-31,22.797223,0,0.0,72239.60742262672,72239.60742262672,0,True,16.357214,0.11333053090276765,True,0.0,0.0
2002-06-03,19.480567,0,0.0,72239.60742262672,72239.60742262672,0,True,15.563982,0.1148906655120759,True,0.0,0.0
2002-06-04,20.754164,0,0.0,72239.60742262672,72239.60742262672,0,True,15.903157,0.11538722633371228,True,0.0,0.0
2002-06-05,21.129032,0,0.0,72239.60742262672,72239.60742262672,0,True,15.998888,0.11544922480911321,True,0.0,0.0
2002-06-06,18.853169,0,0.0,72239.60742262672,72239.60742262672,0,True,15.42447,0.09298667952484525,True,0.0,0.0
2002-06-07,17.097897,0,0.0,72239.60742262672,72239.60742262672,0,True,14.945794,0.09431328556565617,True,0.0,0.0
2002-06-10,16.572189,0,0.0,72239.60742262672,72239.60742262672,0,True,14.792614,0.0866439336886915,True,0.0,0.0
2002-06-11,14.430195,0,0.0,72239.60742262672,72239.60742262672,0,True,14.155287,0.08111687557408978,True,0.0,0.0
2002-06-12,15.760298,0,0.0,72239.60742262672,72239.60742262672,0,True,14.590202,0.07093170522204395,True,0.0,0.0
2002-06-13,15.113203,0,0.0,72239.60742262672,72239.60742262672,0,True,14.390525,0.07087631838094484,True,0.0,0.0
2002-06-14,15.01841,0,0.0,72239.60742262672,72239.60742262672,0,True,14.36043,0.06873158046819,True,0.0,0.0
2002-06-17,17.292627,0,0.0,72239.60742262672,72239.60742262672,0,True,15.085297,0.07945085335637353,True,0.0,0.0
2002-06-18,16.6812,0,0.0,72239.60742262672,72239.60742262672,0,True,14.907497,0.07944555510346792,True,0.0,0.0
2002-06-19,13.329664,0,0.0,72239.60742262672,72239.60742262672,0,True,13.909103,0.08962282679557396,True,0.0,0.0
2002-06-20,11.56023,0,0.0,72239.60742262672,72239.60742262672,0,True,13.293661,0.09218598212984098,True,0.0,0.0
2002-06-21,10.618287,0,0.0,72239.60742262672,72239.60742262672,0,True,12.932596,0.08914180291058756,True,0.0,0.0
2002-06-24,12.04663,0,0.0,72239.60742262672,72239.60742262672,0,True,13.512486,0.09621615423069454,True,0.0,0.0
2002-06-25,10.071368,0,0.0,72239.60742262672,72239.60742262672,0,True,12.773949,0.10087506042037223,True,0.0,0.0
2002-06-26,9.948451,0,0.0,72239.60742262672,72239.60742262672,0,True,12.721979,0.10051609270917554,True,0.0,0.0
2002-06-27,11.353758,0,0.0,72239.60742262672,72239.60742262672,0,True,13.321015,0.10792304901078079,True,0.0,0.0
2002-06-28,10.801232,0,0.0,72239.60742262672,72239.60742262672,0,True,13.104923,0.1077235086519822,True,0.0,0.0
2002-07-01,9.34033,0,0.0,72239.60742262672,72239.60742262672,0,True,12.514096,0.10705721797958562,True,0.0,0.0
2002-07-02,8.323619,0,0.0,72239.60742262672,72239.60742262672,0,True,12.060032,0.10570898395115179,True,0.0,0.0
2002-07-03,9.178815,0,0.0,72239.60742262672,72239.60742262672,0,True,12.473063,0.10967387695127799,True,0.0,0.0
2002-07-05,11.443315,0,0.0,72239.60742262672,72239.60742262672,0,True,13.498807,0.12278931613352556,True,0.0,0.0
2002-07-08,10.156389,0,0.0,72239.60742262672,72239.60742262672,0,True,12.992771,0.12355467490876197,True,0.0,0.0
2002-07-09,9.06591,0,0.0,72239.60742262672,72239.60742262672,0,True,12.527771,0.12509922260870013,True,0.0,0.0
2002-07-10,8.228595,0,0.0,72239.60742262672,72239.60742262672,0,True,12.142089,0.123543914625949,True,0.0,0.0
2002-07-11,9.468724,0,0.0,72239.60742262672,72239.60742262672,0,True,12.752063,0.1266423121899638,True,0.0,0.0
2002-07-12,10.023203,0,0.0,72239.60742262672,72239.60742262672,0,True,13.000979,0.1278887797599747,True,0.0,0.0
2002-07-15,10.099123,0,0.0,72239.60742262672,72239.60742262672,0,True,13.033801,0.12800725925851794,True,0.0,0.0
2002-07-16,10.722234,0,0.0,72239.60742262672,72239.60742262672,0,True,13.301865,0.12386010314080378,True,0.0,0.0
2002-07-17,10.867761,0,0.0,72239.60742262672,72239.60742262672,0,True,13.362042,0.12409961353683661,True,0.0,0.0
2002-07-18,10.13362,0,0.0,72239.60742262672,72239.60742262672,0,True,13.061155,0.11530774562417367,True,0.0,0.0
