profile,price_mode,capital_usd,capital_krw_m,cagr,cagr_frac,cagr_gap,mdd,mdd_frac,expo,expo_frac,skipped_ratio,fills
defensive,raw,10000,14,0.17198348952709974,0.17450484517870346,-0.0025213556516037183,-0.1584926340326921,-0.16093091891404698,0.11721069645230593,0.1169827453017939,0.022995847971893964,6118
defensive,raw,15000,21,0.17396242609178936,0.17450484517870346,-0.0005424190869141032,-0.1592241118689217,-0.16093091891404698,0.11686554829692425,0.1169827453017939,0.01232,6173
defensive,raw,20000,28,0.1735015197213461,0.17450484517870346,-0.0010033254573573736,-0.16055115336253223,-0.16093091891404698,0.11702659184157282,0.1169827453017939,0.008166533226581264,6194
defensive,raw,30000,42,0.1740158483376295,0.17450484517870346,-0.000488996841073952,-0.1601936862396639,-0.16093091891404698,0.11702730769391949,0.1169827453017939,0.0038461538461538464,6216
defensive,raw,50000,70,0.17347399557632293,0.17450484517870346,-0.0010308496023805347,-0.16061338773157818,-0.16093091891404698,0.11677186372707339,0.1169827453017939,0.0019227687870533568,6229
defensive,raw,100000,140,0.17439307542761706,0.17450484517870346,-0.00011176975108639908,-0.16080270612283287,-0.16093091891404698,0.11700793577576597,0.1169827453017939,0.0011217948717948717,6233
defensive,raw,300000,420,0.17450702044553457,0.17450484517870346,2.1752668311059153e-06,-0.16087267249228865,-0.16093091891404698,0.1169885081376314,0.1169827453017939,0.0004807692307692308,6237
balanced,scaled,2000,3,0.1273247689324275,0.2851699293352967,-0.15784516040286922,-0.2536490276533928,-0.18138005060591122,0.09910266722367418,0.1658873526724786,0.5922267554219455,1899
balanced,scaled,3000,4,0.27286082174723436,0.2851699293352967,-0.012309107588062362,-0.21508872807580826,-0.18138005060591122,0.14374073705859075,0.1658873526724786,0.3735149691113575,3955
balanced,scaled,5000,7,0.2832390674615617,0.2851699293352967,-0.0019308618737350347,-0.20360841216354908,-0.18138005060591122,0.16317850532461078,0.1658873526724786,0.2983243566726511,4690
balanced,scaled,7000,10,0.27247328684312944,0.2851699293352967,-0.012696642492167287,-0.18559750884771098,-0.18138005060591122,0.16863397487499882,0.1658873526724786,0.24078696226692115,5171
balanced,scaled,10000,14,0.28310621771593203,0.2851699293352967,-0.0020637116193646943,-0.1733916781706092,-0.18138005060591122,0.16419535835571875,0.1658873526724786,0.16514973576042277,5687
balanced,scaled,15000,21,0.28310436719529064,0.2851699293352967,-0.002065562140006083,-0.17823437774216067,-0.18138005060591122,0.16366411800658337,0.1658873526724786,0.10767199647938976,6083
balanced,scaled,20000,28,0.28404066962595675,0.2851699293352967,-0.0011292597093399692,-0.18206735706744603,-0.18138005060591122,0.16718381256600134,0.1658873526724786,0.06999276934201012,6431
balanced,scaled,30000,42,0.28679185330237345,0.2851699293352967,0.0016219239670767216,-0.18099228064243766,-0.18138005060591122,0.1664441947627665,0.1658873526724786,0.03486851663518815,6643
balanced,scaled,50000,70,0.28340057101499494,0.2851699293352967,-0.0017693583203017837,-0.17876782555065096,-0.18138005060591122,0.16398854313258981,0.1658873526724786,0.017369727047146403,6732
