id,opened,closed,status,budget,pnl,ret,n_buys,n_sells,hold_days,reason
1,2002-05-22,2002-11-12,closed,25000.0,-1649.861558315857,-0.06599446233263428,5,3,121,time_hard
2,2002-11-12,2003-02-18,closed,24587.53461042104,303.3581828215057,0.012337885340197228,5,5,65,time_soft
3,2003-02-18,2003-05-15,closed,24663.374156126418,2077.564070474982,0.08423681436787157,20,20,61,time_soft
4,2003-04-17,2003-07-15,closed,24984.968563226852,3272.744927140358,0.1309885549328735,21,21,60,time_soft
5,2003-04-23,2003-07-21,closed,24984.968563226852,3177.5961205893327,0.1271803129368813,22,22,61,time_soft
6,2003-04-28,2003-07-23,closed,24020.185341925564,3180.597226230916,0.13241351725456527,21,21,60,time_soft
7,2003-05-15,2003-08-12,closed,25717.724592079318,3117.1407121173806,0.12120592943426318,23,21,61,time_soft
8,2003-07-15,2003-10-09,closed,28169.831675892394,2788.493039629265,0.09898862981192903,20,20,61,time_soft
9,2003-07-21,2003-10-14,closed,27965.405007474146,2545.9526314981317,0.09103936205528546,17,17,60,time_soft
10,2003-07-24,2003-10-20,closed,28288.4315646228,2531.6934521635394,0.08949571652214354,17,17,61,time_soft
11,2003-08-12,2003-11-05,closed,28614.000727153325,2974.672153958053,0.1039586243924021,15,15,60,time_soft
12,2003-10-09,2004-01-07,closed,30551.59398427755,3425.5839788356484,0.1121245582341308,18,17,61,time_soft
13,2003-10-14,2004-01-09,closed,30751.350230072643,3719.7285884325966,0.12096147195497664,18,18,60,time_soft
14,2003-10-20,2004-01-16,closed,30835.449647213616,4006.856957882781,0.12994319861474285,19,19,61,time_soft
15,2003-11-05,2004-02-04,closed,32048.990217421207,-218.90979966165105,-0.0068304741639771205,23,18,61,time_soft
16,2004-01-07,2004-04-05,closed,34109.744842435786,1734.6587954141664,0.050855226370854725,24,18,61,time_soft
17,2004-01-12,2004-04-08,closed,34398.917770913955,421.527728041679,0.012254098540219258,25,18,61,time_soft
18,2004-01-16,2004-04-30,closed,34790.19912343419,-12732.072357582323,-0.3659672171581846,26,16,72,regime_bear
19,2004-02-04,2004-04-30,closed,31536.658410809556,-9082.17183976491,-0.28798776717104213,27,17,60,regime_bear
20,2004-04-05,2004-04-30,closed,35680.99509534274,-6373.928406715013,-0.17863650914676898,10,3,18,regime_bear
21,2004-04-08,2004-10-01,closed,34798.42023515149,-6869.618723741052,-0.19741179850462676,50,39,121,time_hard
22,2004-10-01,2004-12-29,closed,25587.90146986237,1720.980047888055,0.06725756896926616,24,20,61,time_soft
23,2004-12-03,2004-12-10,closed,25971.631300956593,-609.9037584593435,-0.02348345975621791,3,1,5,regime_bear
24,2004-12-08,2004-12-10,closed,25898.16582706182,-91.39293868225214,-0.0035289348015044653,1,1,2,regime_bear
25,2005-01-07,2005-04-08,closed,25842.82230754898,603.1808826840524,0.02334036412531678,26,21,62,time_soft
26,2005-02-14,2005-04-13,closed,26068.466770772087,-2248.782400811561,-0.08626446735766183,17,11,40,regime_bear
27,2005-02-17,2005-04-13,closed,26007.936059330394,-2358.251050514918,-0.09067428669215338,16,10,37,regime_bear
28,2005-02-23,2005-04-13,closed,25452.064092544475,-2429.049820882512,-0.09543626057401133,15,9,34,regime_bear
29,2005-04-08,2005-07-06,closed,25693.342715718634,2644.1010780700744,0.10290996805380524,21,20,61,time_soft
30,2005-05-18,2005-08-15,closed,24475.81622464431,2457.257734960048,0.10039533359814469,23,20,61,time_soft
31,2005-05-23,2005-08-18,closed,24475.81622464431,2162.9566415956515,0.08837117511193783,24,22,61,time_soft
32,2005-05-26,2005-08-23,closed,22293.411675663738,2212.0376602561187,0.09922382865565865,24,22,61,time_soft
33,2005-07-06,2005-09-30,closed,26027.533412502456,2446.682384643015,0.09400362092966286,24,19,61,time_soft
34,2005-08-15,2005-11-09,closed,26875.032240905693,2503.5324140297275,0.09315458272154832,22,19,61,time_soft
35,2005-08-18,2005-11-14,closed,26683.107950135247,2600.266945294364,0.09744992787773002,21,19,61,time_soft
36,2005-08-23,2005-11-17,closed,26829.066352009453,2655.1071644418403,0.09896383010894366,21,18,61,time_soft
37,2005-09-30,2005-12-28,closed,27945.27186453392,1979.7086419628777,0.07084234683990955,20,16,61,time_soft
38,2005-11-09,2006-02-08,closed,29363.05287791519,4125.51028304029,0.1405000461019231,22,20,61,time_soft
39,2005-11-14,2006-02-13,closed,29503.997764760305,3248.916992930044,0.11011785653029584,22,20,61,time_soft
40,2005-11-17,2006-02-16,closed,29646.675881712174,3978.160231142375,0.1341857092854157,22,20,61,time_soft
41,2005-12-28,2006-03-28,closed,30020.476493469607,1289.786858904335,0.04296357052110429,23,19,61,time_soft
42,2006-02-08,2006-05-08,closed,33010.58309814955,5078.3297829564835,0.15383944500032642,24,24,61,time_soft
