date,close,ref_close,vol,bull,cash,invested,equity,n_active,exposure
2002-05-22,27.720046,17.647516,0.11674857360167903,False,100000.0,0.0,100000.0,0,0.0
2002-05-23,29.48415,17.517509,0.11758443930652011,False,100000.0,0.0,100000.0,1,0.0
2002-05-24,26.367355,17.167145,0.11610982907453726,False,100000.0,0.0,100000.0,1,0.0
2002-05-28,26.051972,17.065875,0.11608334109625464,False,100000.0,0.0,100000.0,1,0.0
2002-05-29,23.686622,16.647093,0.11655250074207561,False,100000.0,0.0,100000.0,1,0.0
2002-05-30,22.900508,16.24475,0.11647852474410549,False,100000.0,0.0,100000.0,1,0.0
2002-05-31,22.797229,16.580038,0.11333052664568054,False,100000.0,0.0,100000.0,1,0.0
2002-06-03,19.480573,15.854702,0.11489065827367266,False,100000.0,0.0,100000.0,1,0.0
2002-06-04,20.75417,15.765746,0.11538721782134954,False,100000.0,0.0,100000.0,1,0.0
2002-06-05,21.129038,15.834186,0.11544921657205971,False,100000.0,0.0,100000.0,1,0.0
2002-06-06,18.853175,15.457823,0.09298667002230737,False,100000.0,0.0,100000.0,1,0.0
2002-06-07,17.097902,14.595631,0.09431327700649565,False,100000.0,0.0,100000.0,1,0.0
2002-06-10,16.572194,14.94598,0.08664392570749774,False,100000.0,0.0,100000.0,1,0.0
2002-06-11,14.430199,14.525836,0.0811168693290393,False,99292.67232553138,706.6210534151998,99999.29337894659,1,0.007066260465836138
2002-06-12,15.760303,14.304135,0.07093169958612824,False,100063.65444061482,0.0,100063.65444061482,1,0.0
2002-06-13,15.113208,14.599738,0.07087631263760878,False,99094.95396986145,967.7327380153441,100062.6867078768,1,0.00967126478265115
2002-06-14,15.018414,14.068741,0.06873157372536925,False,99094.95396986145,961.662864751678,100056.61683461313,1,0.009611187097613366
2002-06-17,17.292632,14.985672,0.07945085031170197,False,100201.13284775018,0.0,100201.13284775018,1,0.0
2002-06-18,16.681205,15.218328,0.07944555207774644,False,99329.27379179353,870.9880678887575,100200.26185968229,1,0.008692472970863743
2002-06-19,13.329668,14.232972,0.08962282299996893,False,98607.00098898492,1417.543044531166,100024.54403351608,1,0.014171952076644087
2002-06-20,11.560233,13.685545,0.09218598119191183,False,97910.31537866012,1925.3621663901336,99835.67754505025,1,0.019285311761632763
2002-06-21,10.61829,13.162759,0.08914180250310402,False,97910.31537866012,1768.4811229807126,99678.79650164083,1,0.01774179850728436
2002-06-24,12.046634,13.186022,0.09621615953222838,False,97910.31537866012,2006.372478474183,99916.6878571343,1,0.020080454241467562
2002-06-25,10.071371,13.165492,0.10087506859011117,False,97910.31537866012,1677.3915099357223,99587.70688859584,1,0.016843359108691423
2002-06-26,9.948454,12.467534,0.10051610163255982,False,97910.31537866012,1656.9196265916603,99567.23500525177,1,0.01664121361313553
2002-06-27,11.353761,13.191494,0.1079230542754081,False,97910.31537866012,1890.9741590533522,99801.28953771347,1,0.018947392040849134
2002-06-28,10.801235,13.40636,0.10772351382698106,False,97910.31537866012,1798.9506975585125,99709.26607621863,1,0.018041961076951253
2002-07-01,9.340333,12.919157,0.10705722351773252,False,97910.31537866012,1555.636792068573,99465.95217072869,1,0.01563989242669084
2002-07-02,8.323621,12.186983,0.10570899344659726,False,97910.31537866012,1386.3029370403183,99296.61831570044,1,0.013961230105870795
2002-07-03,9.178818,12.166451,0.1096738921379486,False,97910.31537866012,1528.7363939274194,99439.05177258754,1,0.015373601886546224
2002-07-05,11.443318,13.295503,0.12278932389330162,False,97910.31537866012,1905.8899189290744,99816.20529758919,1,0.019093992936787253
2002-07-08,10.156392,13.268138,0.12355468048674245,False,97910.31537866012,1691.5517969081957,99601.86717556832,1,0.01698313339775544
2002-07-09,9.065913,12.679657,0.12509922688011613,False,97910.31537866012,1509.932013825714,99420.24739248584,1,0.015187369307832103
2002-07-10,8.228597,12.378572,0.12354392034904507,False,97910.31537866012,1370.4766457796616,99280.79202443978,1,0.013804046259444563
2002-07-11,9.468727,12.284143,0.12664232100351852,False,97910.31537866012,1577.020872302206,99487.33625096233,1,0.015851473481248744
2002-07-12,10.023206,12.895889,0.1278887880494732,False,97910.31537866012,1669.3696068526115,99579.68498551272,1,0.016764158343094564
2002-07-15,10.099126,12.828831,0.1280072678832883,False,97910.31537866012,1682.01411805514,99592.32949671526,1,0.016888992621772302
2002-07-16,10.722237,13.521318,0.1238601098951313,False,97910.31537866012,1785.7935440287793,99696.1089226889,1,0.017912369533033674
2002-07-17,10.867764,13.595222,0.12409962029797836,False,97910.31537866012,1810.031133356629,99720.34651201675,1,0.018151071437948845
2002-07-18,10.133623,13.248984,0.11530775250402593,False,97910.31537866012,1687.7596094006828,99598.0749880608,1,0.01694570512133895
2002-07-19,9.274109,12.899997,0.1127464418651784,False,97910.31537866012,1544.6071541618785,99454.92253282199,1,0.015530726029695806
2002-07-22,8.644507,12.615338,0.11228604680630462,False,97910.31537866012,1439.7466491284974,99350.06202778862,1,0.014491653248548494
2002-07-23,7.300649,12.154133,0.11279884151622596,False,97910.31537866012,1215.9264761094316,99126.24185476956,1,0.012266443813040876
2002-07-24,8.222575,11.825683,0.1110480700805651,False,97910.31537866012,1369.4736788873852,99279.7890575475,1,0.013794083286111437
2002-07-25,5.893969,11.231726,0.13245931790378276,False,97910.31537866012,981.6432698611084,98891.95864852122,1,0.009926421554153204
2002-07-26,5.488747,10.885485,0.12737537820010017,False,97910.31537866012,914.1533578680765,98824.4687365282,1,0.00925027343486422
2002-07-29,6.630787,11.349422,0.13688597259250213,False,97910.31537866012,1104.3606494083238,99014.67602806844,1,0.011153504649101333
2002-07-30,7.170327,11.735357,0.1356133666018923,False,97910.31537866012,1194.2212865818249,99104.53666524195,1,0.012050117247565554
2002-07-31,6.108354,11.44522,0.13775436215001216,False,97910.31537866012,1017.3491910169837,98927.6645696771,1,0.010283768402320268
2002-08-01,5.099149,11.060657,0.13975640415727145,False,97910.31537866012,849.265630319569,98759.58100897969,1,0.008599323950578018
2002-08-02,4.469575,10.396907,0.1283363154969512,False,97910.31537866012,744.4097886991708,98654.72516735928,1,0.0075456070394635776
2002-08-05,3.711738,9.938442,0.13113834205108374,False,97910.31537866012,618.1916849558812,98528.507063616,1,0.006274241875569464
2002-08-06,4.375634,10.286054,0.13861217539310022,False,97910.31537866012,728.7638715906786,98639.0792502508,1,0.007388186073207143
2002-08-07,4.652176,10.421543,0.1394898074205129,False,97910.31537866012,774.822069917465,98685.13744857759,1,0.007851456561239588
2002-08-08,5.16976,10.558398,0.13747007853321352,False,97910.31537866012,861.0259251104244,98771.34130377055,1,0.008717365925631661
2002-08-09,5.087744,10.685676,0.13599577519515058,False,97910.31537866012,847.3661222813073,98757.68150094143,1,0.008580255321944041
2002-08-12,4.720648,10.51734,0.13592260213228471,False,97910.31537866012,786.2261132665103,98696.54149192663,1,0.007966095887268994
2002-08-13,4.210012,10.533764,0.13490074210788738,False,97910.31537866012,701.1794506951944,98611.49482935532,1,0.0071105245073971104
2002-08-14,4.981544,10.42291,0.14274994418562678,False,97910.31537866012,829.6784630385713,98739.99384169868,1,0.008402658646796386
2002-08-15,5.292342,10.929278,0.14423485350465196,False,97910.31537866012,881.4420140491538,98791.75739270927,1,0.00892222223100369
2002-08-16,6.278486,11.386371,0.15045552127473794,False,97910.31537866012,1045.6847545036612,98956.00013316378,1,0.010567168772954617
2002-08-19,7.164092,12.035071,0.15362531228297252,False,97910.31537866012,1193.1828444407847,99103.4982231009,1,0.012039765152938418
2002-08-20,6.246973,11.858528,0.15203539379782177,False,97910.31537866012,1040.4362497417371,98950.75162840185,1,0.010514687686749218
2002-08-21,7.034215,12.051489,0.15202526493291893,False,97910.31537866012,1171.551769869515,99081.86714852964,1,0.01182407844730347
2002-08-22,7.152368,12.299195,0.13136672632060248,False,97910.31537866012,1191.2302068046092,99101.54558546473,1,0.012020298974825752
2002-08-23,5.881196,11.751777,0.1381721556395339,False,97910.31537866012,979.5159207885333,98889.83129944865,1,0.009905122780748383
2002-08-26,5.90208,11.44522,0.13110518617977177,False,97910.31537866012,982.9941606720106,98893.30953933213,1,0.009939946041355318
2002-08-27,5.110765,11.297418,0.133008031295293,False,97910.31537866012,851.2002805056673,98761.51565916579,1,0.008618744607395762
2002-08-28,4.317586,10.673358,0.13349445990195521,False,97910.31537866012,719.0959502750258,98629.41132893514,1,0.007290887581968797
2002-08-29,4.361542,10.414704,0.12791551541534843,False,97910.31537866012,726.4168424565107,98636.73222111663,1,0.0073645671962051865
2002-08-30,4.211765,10.468073,0.12477018967026444,False,97910.31537866012,701.4714136580241,98611.78679231815,1,0.007113464185933082
2002-09-03,3.579997,10.009605,0.12307233974582117,False,97910.31537866012,596.2501603203135,98506.56553898043,1,0.006052897662789481
2002-09-04,3.639497,9.798846,0.11683378524615759,False,97910.31537866012,606.1599129092288,98516.47529156935,1,0.006152878603454274
2002-09-05,3.176297,9.618205,0.11888583849823622,False,97910.31537866012,529.0137381330014,98439.32911679312,1,0.005374007958804293
2002-09-06,3.738268,10.067088,0.12268473534492347,False,97910.31537866012,622.6102687572917,98532.9256474174,1,0.006318804244026937
2002-09-09,3.70475,9.886435,0.12269533203447643,False,97910.31537866012,617.0278303156907,98527.34320897581,1,0.006262503486032085
2002-09-10,3.959142,10.249106,0.12318470916797976,False,97910.31537866012,659.3969358719817,98569.7123145321,1,0.006689650607560584
2002-09-11,4.152141,10.580295,0.12118112131793264,False,97910.31537866012,691.5410088116128,98601.85638747174,1,0.0070134684492560865
2002-09-12,3.358714,9.943915,0.12309789259092124,False,97910.31537866012,559.3953740659787,98469.7107527261,1,0.005680887755126183
2002-09-13,3.212035,9.705794,0.12172899287488109,False,97910.31537866012,534.9659186039704,98445.28129726408,1,0.005434144852393629
2002-09-16,2.787717,9.306173,0.11514912800197122,False,97910.31537866012,464.29555895651964,98374.61093761664,1,0.004719668566221303
2002-09-17,2.611255,9.287011,0.1078063617594871,False,97910.31537866012,434.9057310347523,98345.22110969487,1,0.004422235530383889
2002-09-18,2.470944,8.869604,0.10588587581777578,False,97910.31537866012,411.53686892545346,98321.85224758557,1,0.004185609399313969
2002-09-19,2.28992,8.706745,0.09861254393355369,False,97910.31537866012,381.38723778838147,98291.7026164485,1,0.003880156998364567
2002-09-20,2.18761,8.619155,0.09716574749635283,False,97910.31537866012,364.3474598493577,98274.66283850948,1,0.003707440446252908
2002-09-23,1.892084,8.178482,0.09403646661097886,False,97910.31537866012,315.12746752008456,98225.4428461802,1,0.0032082061265284413
2002-09-24,1.911202,8.220906,0.0942669293608827,False,97910.31537866012,318.3115792847044,98228.62695794483,1,0.0032405174452961143
2002-09-25,2.307684,8.554833,0.10652743186506632,False,97910.31537866012,384.34584022517964,98294.6612188853,1,0.003910139528018796
2002-09-26,2.166398,8.635579,0.10233887189544706,False,97910.31537866012,360.81459141379355,98271.12997007392,1,0.003671623512660034
2002-09-27,2.01225,8.523357,0.10213410619789065,False,97910.31537866012,335.14117053856495,98245.45654919869,1,0.003411263811174161
2002-09-30,1.827938,8.042995,0.10292782120032083,False,97910.31537866012,304.4439214769156,98214.75930013704,1,0.003099777708017972
2002-10-01,2.138062,8.260595,0.10784611122262594,False,97910.31537866012,356.0952174749784,98266.4105961351,1,0.0036237735286627428
2002-10-02,2.016769,8.58905,0.10760150234790894,False,97910.31537866012,335.8938120839315,98246.20919074405,1,0.0034188984475909596
2002-10-03,1.836897,8.159318,0.10578271295925254,False,97910.31537866012,305.93604708101793,98216.25142574114,1,0.0031149228629676275
2002-10-04,1.549307,7.854138,0.10033279403602306,False,97910.31537866012,258.03779923150324,98168.35317789162,1,0.002628523254983314
2002-10-07,1.341264,7.495574,0.10238124506237527,False,97910.31537866012,223.38814111628167,98133.7035197764,1,0.0022763651335268656
2002-10-08,1.297867,7.273867,0.09874091563564757,False,97910.31537866012,216.1603506439934,98126.47572930412,1,0.0022028749023892654
2002-10-09,1.202722,7.267023,0.09575498744823378,False,97910.31537866012,200.31390677723144,98110.62928543735,1,0.0020417146259907254
2002-10-10,1.491933,7.481888,0.10748523525015842,False,97910.31537866012,248.48213292837013,98158.79751158849,1,0.002531430082963625
2002-10-11,1.894323,8.297546,0.12429138508925293,False,97910.31537866012,315.5003740082624,98225.81575266838,1,0.003211990367203355
2002-10-14,1.912924,8.293437,0.121480098222867,False,97910.31537866012,318.5983791831601,98228.91375784327,1,0.003243427693485219
2002-10-15,2.482122,9.102256,0.13590388085194624,False,97910.31537866012,413.3985700084601,98323.71394866858,1,0.004204464552918345
2002-10-16,1.666538,8.348185,0.16205013155343323,False,97910.31537866012,277.5626766390851,98187.8780552992,1,0.0028268527860716413
2002-10-17,2.044843,8.838128,0.16891623913332907,False,97910.31537866012,340.56954980126267,98250.88492846138,1,0.003466325520113522
2002-10-18,2.151297,8.794332,0.1690895552340255,False,97910.31537866012,358.2995128617732,98268.6148915219,1,0.003646123569130366
2002-10-21,2.548401,9.143316,0.16958870004417503,False,97910.31537866012,424.43736819065697,98334.75274685078,1,0.004316249915056097
2002-10-22,2.032869,8.992773,0.17795219699657025,False,97910.31537866012,338.5752745491673,98248.89065320928,1,0.003446097684138155
2002-10-23,2.501992,9.239111,0.17904918087660507,False,97910.31537866012,416.7079277217668,98327.02330638189,1,0.00423797968970673
2002-10-24,2.287533,9.601776,0.1796680198946006,False,97910.31537866012,380.9896818315791,98291.3050604917,1,0.003876128021670946
2002-10-25,2.618553,9.567561,0.18105362863777644,False,97910.31537866012,436.1212163186835,98346.4365949788,1,0.0044345400953851154
2002-10-28,2.673662,9.953501,0.179219279573353,False,97910.31537866012,445.29964582158317,98355.6150244817,1,0.004527445084967886
2002-10-29,2.405476,9.507352,0.17821059216907806,False,97910.31537866012,400.6331431693006,98310.94852182941,1,0.0040751630331421545
2002-10-30,2.806963,9.833063,0.18050591300102056,False,97910.31537866012,467.5009891804905,98377.81636784061,1,0.0047520976419366335
2002-10-31,2.779369,10.083508,0.17878610780000792,False,97910.31537866012,462.9051956857253,98373.22057434585,1,0.004705601717449957
2002-11-01,3.185998,10.229947,0.17465207045003595,False,97910.31537866012,530.6294441811539,98440.94482284127,1,0.0053903327028819
