date,basket,side,kind,qty,price,value,fee,pnl,reason
2002-06-11,1,BUY,LOC,65.29395236367722,14.4301994076,942.2047527181976,0.9422047527181976,,first_slice
2002-06-12,1,SELL,LOC,65.29395236367722,15.7603030923,1029.052479345751,1.029052479345751,85.81867414820749,lot_tp
2002-06-13,1,BUY,LOC,85.38026443531537,15.1132078169,1290.3696798727972,1.2903696798727973,,dip_slice
2002-06-17,1,SELL,LOC,85.38026443531537,17.2926322105,1476.4495109151421,1.476449510915142,184.6033815314297,lot_tp
2002-06-18,1,BUY,LOC,69.62152221360947,16.6812050444,1161.3708875484688,1.1613708875484687,,dip_slice
2002-06-19,1,BUY,LOC,72.17828857591122,13.3296684284,962.1126544462683,0.9621126544462683,,dip_slice
2002-06-20,1,BUY,LOC,80.27769937519271,11.5602331831,928.0289241800289,0.9280289241800289,,dip_slice
2002-06-24,1,SELL,LOC,44.415502032942676,12.0466337845,535.0572873455757,0.5350572873455757,-75.78026317672311,upday_sell
2002-06-27,1,SELL,LOC,35.53240162635415,11.3537612578,403.4264049818895,0.40342640498188953,-85.21901601105498,upday_sell
2002-07-03,1,SELL,LOC,28.42592130108332,9.17881805405,260.91635964138806,0.26091635964138804,-129.93815238862345,upday_sell
2002-07-05,1,SELL,LOC,22.74073704086666,11.4433182209,260.229490536445,0.260229490536445,-52.505615490387584,upday_sell
2002-07-11,1,SELL,LOC,18.192589632693323,9.46872658221,172.2606570543213,0.1722606570543213,-77.89150483176982,upday_sell
2002-07-12,1,SELL,LOC,14.554071706154662,10.0232057413,145.8784550844213,0.1458784550844213,-54.25134435389265,upday_sell
2002-07-15,1,SELL,LOC,11.64325736492373,10.0991257866,117.58672069412161,0.11758672069412161,-42.51800281315613,upday_sell
2002-07-16,1,SELL,LOC,9.314605891938985,10.7222373303,99.87341501158052,0.09987341501158052,-28.216167832697963,upday_sell
2002-07-17,1,SELL,LOC,7.451684713551188,10.8677639736,80.98315067255744,0.08098315067255744,-21.489600021528645,upday_sell
2002-07-24,1,SELL,LOC,5.961347770840951,8.22257515296,49.017630058670285,0.04901763005867028,-32.94480160611922,upday_sell
2002-07-29,1,SELL,LOC,4.769078216672761,6.63078676635,31.6227407268018,0.0316227407268018,-33.93961324170967,upday_sell
2002-07-30,1,SELL,LOC,3.815262573338209,7.17032723662,27.356681144463874,0.027356681144463876,-25.095260518908333,upday_sell
2002-08-06,1,SELL,LOC,3.0522100586705676,4.37563368498,13.35535314635372,0.01335535314635372,-28.597670192574828,upday_sell
2002-08-07,1,SELL,LOC,2.4417680469364544,4.65217587365,11.359534397007254,0.011359534397007254,-22.203559526015514,upday_sell
2002-08-08,1,SELL,LOC,1.9534144375491629,5.16975993826,10.098683702060354,0.010098683702060355,-16.75280249254231,upday_sell
2002-08-14,1,SELL,LOC,1.5627315500393306,4.98154364128,7.784815416126066,0.007784815416126066,-13.696079408010542,upday_sell
2002-08-15,1,SELL,LOC,1.2501852400314646,5.29234207595,6.61640794855017,0.00661640794855017,-10.568696466374767,upday_sell
2002-08-16,1,SELL,LOC,1.0001481920251718,6.27848613186,6.279416553434894,0.006279416553434894,-7.469653268699654,upday_sell
2002-08-19,1,SELL,LOC,0.8001185536201373,7.16409186423,5.732122820409501,0.005732122820409501,-5.267841626875798,upday_sell
2002-08-21,1,SELL,LOC,0.6400948428961099,7.03421460919,4.502564495166994,0.004502564495166994,-4.297323928900083,upday_sell
2002-08-22,1,SELL,LOC,0.512075874316888,7.15236778049,3.662554984630356,0.003662554984630356,-3.3774162580118054,upday_sell
2002-08-26,1,SELL,LOC,0.4096606994535103,5.90208004985,2.41785024145216,0.00241785024145216,-3.213614558915316,upday_sell
2002-08-29,1,SELL,LOC,0.32772855956280833,4.3615421121,1.4294019138710619,0.0014294019138710618,-3.0752650481436286,upday_sell
2002-09-04,1,SELL,LOC,0.2621828476502466,3.63949669303,0.9542136069922607,0.0009542136069922607,-2.649330654695386,upday_sell
2002-09-06,1,SELL,LOC,0.20974627812019728,3.73826793096,0.7840877851349506,0.0007840877851349506,-2.0987683411147082,upday_sell
2002-09-10,1,SELL,LOC,0.16779702249615785,3.95914186842,0.6643322171607512,0.0006643322171607512,-1.641989745828029,upday_sell
2002-09-11,1,SELL,LOC,0.1342376179969263,4.15214089981,0.5573735039781086,0.0005573735039781086,-1.2877099741431648,upday_sell
2002-09-24,1,SELL,LOC,0.10739009439754105,1.91120209709,0.20524417361927352,0.00020524417361927351,-1.2705819542481822,upday_sell
2002-09-25,1,SELL,LOC,0.08591207551803282,2.30768392925,0.1982579160014767,0.00019825791600147668,-0.9824370488695939,upday_sell
2002-10-01,1,SELL,LOC,0.06872966041442627,2.13806173128,0.1469482567359547,0.00014694825673595472,-0.7975960570848367,upday_sell
2002-10-10,1,SELL,LOC,0.05498372833154102,1.49193332772,0.08203205678012844,8.203205678012844e-05,-0.6735678677278961,upday_sell
2002-10-11,1,SELL,LOC,0.04398698266523282,1.89432338817,0.08332557003777889,8.33255700377789e-05,-0.5211720694932546,upday_sell
2002-10-14,1,SELL,LOC,0.03518958613218626,1.91292385274,0.06731499868030781,6.731499868030782e-05,-0.416283767487169,upday_sell
2002-10-15,1,SELL,LOC,0.028151668905749008,2.48212205236,0.06987587820169693,6.987587820169693e-05,-0.31701915861154206,upday_sell
2002-10-17,1,SELL,LOC,0.02252133512459921,2.04484265032,0.046052586604930355,4.605258660493035e-05,-0.2634535947297044,upday_sell
2002-10-18,1,SELL,LOC,0.01801706809967937,2.15129681194,0.0387600611633461,3.87600611633461e-05,-0.2088468018962411,upday_sell
2002-10-21,1,SELL,LOC,0.014413654479743496,2.54840118495,0.0367317741556382,3.67317741556382e-05,-0.16135944001725655,upday_sell
2002-10-23,1,SELL,LOC,0.011530923583794796,2.50199192111,0.02885027764959135,2.885027764959135e-05,-0.12962215854704956,upday_sell
2002-10-25,1,SELL,LOC,0.009224738867035837,2.61855261192,0.024155464054556635,2.4155464054556634e-05,-0.10262356014469093,upday_sell
2002-10-28,1,SELL,LOC,0.007379791093628671,2.67366247946,0.019731070553288058,1.9731070553288057e-05,-0.08169255550541968,upday_sell
2002-10-30,1,SELL,LOC,0.005903832874902937,2.80696297891,0.01657184031352434,1.6571840313524338e-05,-0.06456784751731275,upday_sell
2002-11-01,1,SELL,LOC,0.00472306629992235,3.18599805153,0.015047680028799613,1.5047680028799613e-05,-0.04986586044364804,upday_sell
2002-11-04,1,SELL,LOC,0.00377845303993788,3.70284708792,0.01399103383577645,1.399103383577645e-05,-0.03794175143199441,upday_sell
2002-11-06,1,SELL,LOC,0.0030227624319503045,3.79038105978,0.011457421470278966,1.1457421470278966e-05,-0.03008907133833938,upday_sell
2002-11-12,1,SELL,MOC,0.012091049727801218,2.64342283868,0.031961756994085336,3.196175699408534e-05,-0.13421034631150103,time_hard
2002-11-13,2,BUY,LOC,210.53921032164013,2.60431405832,548.3102252682386,0.5483102252682386,,first_slice
2002-11-14,2,SELL,LOC,210.53921032164013,3.24535483653,683.2744444965416,0.6832744444965416,134.2809447838065,lot_tp
2003-01-16,2,BUY,LOC,416.18334518826106,2.34546126248,976.1419142284085,0.9761419142284086,,dip_slice
2003-01-23,2,SELL,LOC,83.23666903765222,2.06275630601,171.6969639486844,0.17169696394868442,-23.703115860945985,upday_sell
2003-01-28,2,SELL,LOC,66.58933523012178,1.75875899625,117.11459239028375,0.11711459239028375,-39.18522847865192,upday_sell
2003-01-29,2,SELL,LOC,53.27146818409742,1.89683383739,101.04712341904082,0.10104712341904082,-24.000088725614532,upday_sell
2003-02-05,2,SELL,LOC,42.61717454727794,1.54626497164,65.89744419272365,0.06589744419272366,-34.12538526845812,upday_sell
2003-02-06,2,BUY,LOC,748.4832427469137,1.46398512963,1095.7683371587232,1.0957683371587232,,dip_slice
2003-02-07,2,BUY,LOC,814.1302777045656,1.42022924523,1156.2516298232456,1.1562516298232457,,dip_slice
2003-02-10,2,SELL,LOC,346.61644372811827,1.49124139996,516.8887907942757,0.5168887907942757,-13.997637006503624,upday_sell
2003-02-11,2,SELL,LOC,277.29315498249457,1.49262561858,413.89486698374577,0.4138948669837458,-10.81465909122602,upday_sell
2003-02-13,2,BUY,LOC,858.1405563061227,1.44142605876,1236.9461599384483,1.2369461599384484,,dip_slice
2003-02-14,2,SELL,LOC,521.0433777309221,1.70923978518,890.588071022263,0.890588071022263,149.69643986436336,lot_tp
2003-02-14,2,SELL,LOC,858.1405563061227,1.70923978518,1466.767980114923,1.466767980114923,228.3550521963598,lot_tp
2003-02-14,2,SELL,LOC,479.02927535802473,1.70923978518,818.7758957078813,0.8187758957078813,116.66538403059064,lot_tp
2003-02-14,2,SELL,LOC,109.09996684103153,1.70923978518,186.47800388650987,0.18647800388650987,-69.59822008086863,upday_sell
2003-02-19,3,BUY,LOC,638.803144125033,1.82156400381,1163.6208128588116,1.1636208128588117,,first_slice
2003-02-20,3,SELL,LOC,127.7606288250066,1.94272066278,248.20321350810642,0.24820321350810642,15.23084772283596,upday_sell
2003-02-21,3,BUY,LOC,624.4425339042165,1.90167651118,1187.4876993073692,1.1874876993073693,,dip_slice
2003-02-24,3,BUY,LOC,667.0250814369525,1.83694121895,1225.2858661650187,1.2252858661650188,,dip_slice
2003-02-25,3,BUY,LOC,746.4288491723855,1.79108245864,1336.915618375502,1.336915618375502,,dip_slice
2003-02-26,3,BUY,LOC,777.5121023368253,1.65270727565,1284.9999084379986,1.2849999084379986,,dip_slice
2003-02-27,3,SELL,LOC,777.5121023368253,1.81616267019,1412.0884558850892,1.4120884558850892,125.67645899120544,lot_tp
2003-02-27,3,SELL,LOC,665.2902164300813,1.81616267019,1208.2752559229393,1.2082752559229393,-14.597400972652395,upday_sell
2003-02-28,3,SELL,LOC,551.6058994869162,1.98378589991,1094.268005709317,1.094268005709317,105.20208705025311,lot_tp
2003-02-28,3,SELL,LOC,377.65698182845097,1.98378589991,749.1905955538481,0.7491905955538481,60.515041072060626,lot_tp
2003-02-28,3,SELL,LOC,492.92704915454067,1.98378589991,977.8617297970212,0.9778617297970212,71.40585353985568,lot_tp
2003-02-28,3,SELL,LOC,376.72975267669995,1.98378589991,747.3511714366189,0.7473511714366189,30.18569853725114,upday_sell
2003-03-03,3,BUY,LOC,742.6016854932084,1.76299403458,1309.2023415935796,1.3092023415935796,,dip_slice
2003-03-04,3,BUY,LOC,768.3758500170524,1.69864362325,1305.1967378907643,1.3051967378907643,,dip_slice
2003-03-05,3,SELL,LOC,319.14132314943055,1.75991344588,561.661105746617,0.561661105746617,5.994168403925073,upday_sell
2003-03-07,3,BUY,LOC,777.9737056203256,1.65948098587,1291.0325719837551,1.2910325719837552,,dip_slice
2003-03-10,3,BUY,LOC,819.8686258732589,1.56387923897,1282.1755226860519,1.2821755226860518,,dip_slice
2003-03-12,3,SELL,LOC,574.8815248182613,1.67431371842,962.5320234694226,0.9625320234694226,2.8436515224354935,upday_sell
