Date,Open,High,Low,Close,Volume
2010-02-11,0.193379,0.206696,0.192759,0.205582,6912000.000000
2010-02-12,0.199988,0.208205,0.198824,0.206423,17203200.000000
2010-02-16,0.211276,0.214914,0.207958,0.214419,19238400.000000
2010-02-17,0.217291,0.218107,0.214023,0.218058,38361600.000000
2010-02-18,0.217836,0.223504,0.216523,0.222192,77721600.000000
2010-02-19,0.220682,0.225088,0.218999,0.222192,92966400.000000
2010-02-22,0.224815,0.224815,0.218132,0.220632,50995200.000000
2010-02-23,0.219419,0.220607,0.209097,0.212018,82252800.000000
2010-02-24,0.215756,0.220930,0.214592,0.218430,70617600.000000
2010-02-25,0.211449,0.219791,0.207216,0.218305,91238400.000000
2010-02-26,0.217662,0.221945,0.215509,0.221028,57600000.000000
2010-03-01,0.223826,0.231450,0.223826,0.230509,28454400.000000
2010-03-02,0.232539,0.236896,0.231276,0.231895,48422400.000000
2010-03-03,0.234495,0.236524,0.230930,0.233183,47961600.000000
2010-03-04,0.234000,0.236079,0.230361,0.235757,29452800.000000
2010-03-05,0.240782,0.247268,0.239495,0.246178,26880000.000000
2010-03-08,0.246402,0.249273,0.246402,0.247491,25344000.000000
2010-03-09,0.246129,0.255733,0.245931,0.251872,46425600.000000
2010-03-10,0.252219,0.259571,0.252045,0.258035,40089600.000000
2010-03-11,0.256477,0.260783,0.254768,0.260412,53913600.000000
2010-03-12,0.263283,0.263283,0.258011,0.261006,36134400.000000
2010-03-15,0.259273,0.261031,0.253728,0.259248,42393600.000000
2010-03-16,0.261799,0.264893,0.259075,0.264150,46579200.000000
2010-03-17,0.264893,0.269744,0.263779,0.265982,39820800.000000
2010-03-18,0.266897,0.269522,0.265140,0.268680,52185600.000000
2010-03-19,0.263927,0.271625,0.261106,0.263927,40051200.000000
2010-03-22,0.260833,0.274225,0.259842,0.271056,58790400.000000
2010-03-23,0.272912,0.277319,0.268680,0.276725,55334400.000000
2010-03-24,0.274770,0.275364,0.271056,0.272789,89241600.000000
2010-03-25,0.279448,0.282369,0.270858,0.271081,93926400.000000
2010-03-26,0.274943,0.277715,0.268209,0.272492,84288000.000000
2010-03-29,0.276602,0.279052,0.274201,0.276230,38054400.000000
2010-03-30,0.278508,0.281527,0.273457,0.279126,39897600.000000
2010-03-31,0.276008,0.279720,0.273457,0.275364,59558400.000000
2010-04-01,0.278433,0.283755,0.268655,0.274819,116620800.000000
2010-04-05,0.276824,0.284424,0.274770,0.282765,67584000.000000
2010-04-06,0.280611,0.287493,0.278829,0.284919,58713600.000000
2010-04-07,0.283953,0.287047,0.278359,0.283310,106252800.000000
2010-04-08,0.280438,0.285983,0.276156,0.284325,69657600.000000
2010-04-09,0.285265,0.290141,0.283062,0.289448,58099200.000000
2010-04-12,0.290439,0.292840,0.288533,0.290612,48806400.000000
2010-04-13,0.289672,0.295463,0.287047,0.294994,67238400.000000
2010-04-14,0.299202,0.305637,0.298583,0.305390,61094400.000000
2010-04-15,0.305069,0.310613,0.304796,0.309475,45772800.000000
2010-04-16,0.306207,0.309202,0.292716,0.298459,129484800.000000
2010-04-19,0.295662,0.300711,0.287146,0.297989,112742400.000000
2010-04-20,0.302617,0.304475,0.296949,0.302395,56102400.000000
2010-04-21,0.308534,0.310341,0.301998,0.307717,83980800.000000
2010-04-22,0.298731,0.313311,0.293632,0.312272,122841600.000000
2010-04-23,0.312569,0.317396,0.308880,0.316406,82368000.000000
2010-04-26,0.316628,0.319005,0.312519,0.314054,80524800.000000
2010-04-27,0.311010,0.314326,0.292098,0.294672,133747200.000000
2010-04-28,0.299202,0.299499,0.288211,0.295365,125068800.000000
2010-04-29,0.299474,0.311925,0.299449,0.310440,84748800.000000
2010-04-30,0.309970,0.311430,0.291379,0.292147,88512000.000000
2010-05-03,0.295563,0.308484,0.295488,0.304078,52608000.000000
2010-05-04,0.292567,0.292593,0.270586,0.277196,137241600.000000
2010-05-05,0.268507,0.277517,0.263382,0.272641,138508800.000000
2010-05-06,0.267021,0.274719,0.168327,0.245931,217804800.000000
2010-05-07,0.239421,0.248357,0.212166,0.228034,248256000.000000
2010-05-10,0.256822,0.262813,0.255412,0.262046,189273600.000000
2010-05-11,0.254645,0.272294,0.253159,0.261873,147033600.000000
2010-05-12,0.265462,0.276552,0.264472,0.275983,108556800.000000
2010-05-13,0.273334,0.279077,0.261848,0.263507,105561600.000000
2010-05-14,0.257046,0.257392,0.238876,0.247292,154176000.000000
2010-05-17,0.249693,0.253407,0.234668,0.250634,136857600.000000
2010-05-18,0.256748,0.258185,0.236648,0.241055,190617600.000000
2010-05-19,0.236896,0.242589,0.226326,0.234693,237772800.000000
2010-05-20,0.220484,0.222068,0.206572,0.210954,272985600.000000
2010-05-21,0.198106,0.219147,0.196002,0.212588,234316800.000000
2010-05-24,0.213751,0.221672,0.211870,0.214345,155020800.000000
2010-05-25,0.198428,0.213503,0.192091,0.212835,172646400.000000
2010-05-26,0.216127,0.225014,0.204667,0.206250,208320000.000000
2010-05-27,0.219989,0.229148,0.218206,0.228579,173222400.000000
2010-05-28,0.230088,0.230732,0.219073,0.225385,166694400.000000
2010-06-01,0.223008,0.234520,0.217836,0.219147,202713600.000000
2010-06-02,0.222786,0.234569,0.218033,0.234569,113433600.000000
2010-06-03,0.236302,0.241995,0.231846,0.240658,114854400.000000
2010-06-04,0.225559,0.234544,0.213726,0.216894,245952000.000000
2010-06-07,0.218999,0.221400,0.203973,0.204320,168729600.000000
2010-06-08,0.205780,0.207142,0.195086,0.203181,265920000.000000
2010-06-09,0.207290,0.213107,0.196423,0.198700,229440000.000000
2010-06-10,0.205631,0.215607,0.203948,0.215186,155520000.000000
2010-06-11,0.208503,0.221672,0.208503,0.220806,125337600.000000
2010-06-14,0.227366,0.231722,0.220038,0.220930,227404800.000000
2010-06-15,0.224593,0.239643,0.223925,0.237069,200102400.000000
2010-06-16,0.236871,0.245065,0.235708,0.241847,158361600.000000
2010-06-17,0.245633,0.246005,0.237985,0.244272,163046400.000000
2010-06-18,0.245535,0.249867,0.242490,0.244941,139584000.000000
2010-06-21,0.253877,0.254966,0.234470,0.238504,219916800.000000
2010-06-22,0.241252,0.246500,0.231648,0.232861,179596800.000000
2010-06-23,0.233727,0.236128,0.224519,0.229742,224716800.000000
2010-06-24,0.226994,0.228974,0.217340,0.218603,239424000.000000
2010-06-25,0.221450,0.223925,0.213800,0.218454,177561600.000000
2010-06-28,0.218627,0.221895,0.211796,0.216498,164160000.000000
2010-06-29,0.206324,0.206696,0.186645,0.192339,438220800.000000
2010-06-30,0.189467,0.194888,0.181323,0.182833,183667200.000000
2010-07-01,0.183848,0.185383,0.170456,0.181051,252326400.000000
2010-07-02,0.181522,0.183625,0.174516,0.180061,147379200.000000
2010-07-06,0.186943,0.190383,0.176447,0.181002,156556800.000000
2010-07-07,0.182561,0.198651,0.182116,0.198106,160780800.000000
2010-07-08,0.202859,0.203651,0.194467,0.201448,207360000.000000
2010-07-09,0.200928,0.207934,0.199863,0.207092,142656000.000000
2010-07-12,0.206324,0.212563,0.205062,0.209444,98918400.000000
2010-07-13,0.214345,0.219370,0.209716,0.216598,174144000.000000
2010-07-14,0.218454,0.223752,0.215632,0.220063,109516800.000000
2010-07-15,0.219147,0.222761,0.212018,0.220831,114201600.000000
2010-07-16,0.218899,0.219172,0.202092,0.203057,181363200.000000
2010-07-19,0.204221,0.208924,0.199294,0.207637,124224000.000000
2010-07-20,0.197339,0.215063,0.195755,0.214197,127948800.000000
2010-07-21,0.222291,0.222291,0.205310,0.206696,172492800.000000
2010-07-22,0.214766,0.224891,0.214766,0.220632,126451200.000000
2010-07-23,0.217538,0.226648,0.216325,0.226375,138854400.000000
2010-07-26,0.227366,0.231995,0.224197,0.231351,100761600.000000
2010-07-27,0.234767,0.235807,0.228405,0.231301,119692800.000000
2010-07-28,0.230832,0.233727,0.223528,0.226573,77568000.000000
2010-07-29,0.229717,0.231202,0.214172,0.221177,152755200.000000
2010-07-30,0.215558,0.226351,0.211671,0.222687,129830400.000000
2010-08-02,0.230930,0.236401,0.228380,0.234668,90163200.000000
2010-08-03,0.234222,0.234965,0.228579,0.232242,64012800.000000
2010-08-04,0.235287,0.239618,0.232242,0.238950,80908800.000000
2010-08-05,0.235361,0.238381,0.232539,0.237540,66470400.000000
2010-08-06,0.228999,0.237441,0.225583,0.236425,152755200.000000
2010-08-09,0.239668,0.242589,0.236598,0.240559,85632000.000000
2010-08-10,0.235163,0.238752,0.229024,0.235460,158016000.000000
2010-08-11,0.222959,0.223108,0.212662,0.216078,154905600.000000
2010-08-12,0.203131,0.212958,0.201918,0.209988,145920000.000000
2010-08-13,0.208256,0.210632,0.205804,0.205804,57945600.000000
2010-08-16,0.202735,0.211127,0.200136,0.206968,95424000.000000
2010-08-17,0.211597,0.220385,0.210359,0.214840,120076800.000000
2010-08-18,0.213751,0.221127,0.211300,0.216771,71155200.000000
2010-08-19,0.213702,0.215904,0.203230,0.208800,102412800.000000
2010-08-20,0.206696,0.209666,0.203008,0.208082,88588800.000000
2010-08-23,0.212736,0.213998,0.202042,0.202340,108211200.000000
2010-08-24,0.195729,0.197190,0.188378,0.190730,144806400.000000
2010-08-25,0.187017,0.198800,0.186100,0.196448,144153600.000000
2010-08-26,0.198973,0.199294,0.188750,0.190037,132979200.000000
2010-08-27,0.193353,0.197166,0.181695,0.196324,192460800.000000
2010-08-30,0.193304,0.198478,0.189913,0.189962,105139200.000000
2010-08-31,0.187140,0.193007,0.184442,0.189021,156441600.000000
2010-09-01,0.196299,0.206770,0.196027,0.204864,129638400.000000
2010-09-02,0.206127,0.211895,0.204567,0.211895,54297600.000000
2010-09-03,0.218331,0.222687,0.216078,0.222687,135283200.000000
2010-09-07,0.219692,0.222340,0.216796,0.217266,97382400.000000
2010-09-08,0.219692,0.228554,0.219692,0.224940,113894400.000000
2010-09-09,0.231945,0.232316,0.226846,0.227786,90355200.000000
2010-09-10,0.229445,0.231475,0.225707,0.230237,63936000.000000
2010-09-13,0.236252,0.242119,0.236029,0.240386,83712000.000000
2010-09-14,0.239371,0.247144,0.237985,0.243431,84748800.000000
2010-09-15,0.241501,0.248778,0.239544,0.247565,67660800.000000
2010-09-16,0.247416,0.251476,0.244792,0.251056,93772800.000000
2010-09-17,0.256179,0.256179,0.249892,0.253728,114816000.000000
2010-09-20,0.256575,0.268309,0.255684,0.266947,105561600.000000
2010-09-21,0.267170,0.272294,0.263283,0.266106,173875200.000000
2010-09-22,0.263135,0.270042,0.260412,0.264843,96576000.000000
2010-09-23,0.259422,0.272047,0.258630,0.264051,137088000.000000
2010-09-24,0.273482,0.280711,0.272170,0.279003,126528000.000000
2010-09-27,0.280290,0.281750,0.275042,0.275809,97113600.000000
2010-09-28,0.278409,0.278409,0.262590,0.276502,146227200.000000
2010-09-29,0.274324,0.278062,0.271180,0.274275,63859200.000000
2010-09-30,0.278433,0.283334,0.265189,0.270561,177484800.000000
2010-10-01,0.276898,0.278012,0.265734,0.269720,117043200.000000
2010-10-04,0.267021,0.269769,0.256154,0.260362,123840000.000000
2010-10-05,0.269596,0.281082,0.269150,0.279745,109785600.000000
2010-10-06,0.278582,0.280339,0.267121,0.272616,88512000.000000
2010-10-07,0.277245,0.277443,0.268680,0.275289,78950400.000000
2010-10-08,0.275784,0.282839,0.270165,0.280834,68544000.000000
2010-10-11,0.281626,0.285314,0.278854,0.281404,38131200.000000
2010-10-12,0.279547,0.288755,0.272962,0.287246,97728000.000000
2010-10-13,0.292542,0.297815,0.290067,0.294226,96844800.000000
2010-10-14,0.294573,0.296281,0.288112,0.292593,79756800.000000
2010-10-15,0.303063,0.311257,0.296306,0.311257,119577600.000000
2010-10-18,0.311752,0.314450,0.307915,0.311257,86976000.000000
2010-10-19,0.298929,0.306058,0.291677,0.298880,127296000.000000
2010-10-20,0.301801,0.311826,0.299920,0.305093,93465600.000000
2010-10-21,0.311257,0.314624,0.298310,0.307222,109708800.000000
2010-10-22,0.307593,0.313905,0.305984,0.313212,58713600.000000
2010-10-25,0.316975,0.323361,0.316975,0.317965,77184000.000000
2010-10-26,0.312965,0.322099,0.309302,0.319871,74841600.000000
2010-10-27,0.315787,0.323980,0.314054,0.323164,112857600.000000
2010-10-28,0.327644,0.327817,0.317321,0.325020,107788800.000000
2010-10-29,0.324946,0.328708,0.323040,0.323460,80755200.000000
2010-11-01,0.326753,0.333362,0.319574,0.324203,85209600.000000
2010-11-02,0.332001,0.336729,0.330466,0.334030,68121600.000000
2010-11-03,0.335714,0.338957,0.326530,0.338857,115161600.000000
2010-11-04,0.350665,0.355022,0.348214,0.350864,111859200.000000
2010-11-05,0.351705,0.353388,0.348289,0.351284,113971200.000000
2010-11-08,0.349501,0.353982,0.346977,0.352175,103449600.000000
2010-11-09,0.357175,0.358413,0.342175,0.346482,121881600.000000
