Date,Close,Open,High,Low,Volume
2016-05-04,1.338920,1.352874,1.386241,1.326180,4780500.000000
2016-05-05,1.349234,1.377747,1.389881,1.336494,5563500.000000
2016-05-06,1.354694,1.336494,1.355300,1.300094,3399000.000000
2016-05-09,1.348627,1.360154,1.386241,1.338920,3502500.000000
2016-05-10,1.398981,1.362581,1.400195,1.338314,4980000.000000
2016-05-11,1.386241,1.390488,1.426281,1.383815,7488000.000000
2016-05-12,1.312834,1.402014,1.404440,1.280074,8350500.000000
2016-05-13,1.328608,1.317688,1.359548,1.315868,6027000.000000
2016-05-16,1.390487,1.337100,1.419000,1.335887,8338500.000000
2016-05-17,1.363187,1.389275,1.409295,1.352874,4624500.000000
2016-05-18,1.429315,1.337100,1.464501,1.337100,10564500.000000
2016-05-19,1.401408,1.412328,1.440235,1.366828,5457000.000000
2016-05-20,1.531842,1.470568,1.535482,1.457221,9211500.000000
2016-05-23,1.565209,1.575522,1.606462,1.556716,6511500.000000
2016-05-24,1.678656,1.601609,1.682903,1.592509,9954000.000000
2016-05-25,1.708383,1.704743,1.719910,1.668342,10669500.000000
2016-05-26,1.725370,1.727797,1.736290,1.701709,4302000.000000
2016-05-27,1.756917,1.725369,1.765410,1.725369,3603000.000000
2016-05-31,1.785430,1.771477,1.790890,1.750850,4935000.000000
2016-06-01,1.816370,1.786037,1.820617,1.761162,4663500.000000
2016-06-02,1.815157,1.796957,1.815157,1.781183,3682500.000000
2016-06-03,1.832143,1.860050,1.869150,1.798777,4863000.000000
2016-06-06,1.818190,1.843063,1.864297,1.807877,4572000.000000
2016-06-07,1.871578,1.841850,1.881284,1.841850,5604000.000000
2016-06-08,1.866723,1.869757,1.883103,1.851557,4368000.000000
2016-06-09,1.874003,1.825470,1.877037,1.809697,5599500.000000
2016-06-10,1.779970,1.814550,1.814550,1.761163,5686500.000000
2016-06-13,1.755702,1.747816,1.814550,1.742962,5010000.000000
2016-06-14,1.750849,1.729616,1.764803,1.702922,6199500.000000
2016-06-15,1.751456,1.778150,1.791497,1.743569,3606000.000000
2016-06-16,1.749637,1.688362,1.753883,1.660456,7249500.000000
2016-06-17,1.705956,1.740537,1.753277,1.668949,3912000.000000
2016-06-20,1.763590,1.788463,1.826683,1.760557,5973000.000000
2016-06-21,1.781790,1.790283,1.792710,1.760556,2568000.000000
2016-06-22,1.773903,1.779970,1.832143,1.769050,3489000.000000
2016-06-23,1.912223,1.847917,1.913437,1.832750,5671500.000000
2016-06-24,1.589476,1.653176,1.751457,1.574916,11479500.000000
2016-06-27,1.400195,1.533055,1.533055,1.371074,11446500.000000
2016-06-28,1.512428,1.466928,1.520921,1.456615,14646000.000000
2016-06-29,1.603429,1.568242,1.619809,1.548829,9870000.000000
2016-06-30,1.690790,1.613136,1.690790,1.597362,5794500.000000
2016-07-01,1.636189,1.642256,1.660456,1.628302,4080000.000000
2016-07-05,1.553681,1.602216,1.602822,1.523348,4137000.000000
2016-07-06,1.560356,1.522136,1.567029,1.474815,6273000.000000
2016-07-07,1.617382,1.570669,1.650749,1.570669,6213000.000000
2016-07-08,1.753277,1.664702,1.755097,1.662882,9957000.000000
2016-07-11,1.810910,1.790890,1.833357,1.787857,9292500.000000
2016-07-12,1.884923,1.857623,1.900697,1.853377,6894000.000000
2016-07-13,1.889777,1.904943,1.924357,1.879463,5205000.000000
2016-07-14,1.931030,1.941950,1.947410,1.894630,6063000.000000
2016-07-15,1.926784,1.933458,1.937704,1.904944,4302000.000000
2016-07-18,2.013538,1.985024,2.023244,1.983204,5875500.000000
2016-07-19,1.989878,2.000798,2.007471,1.973498,3187500.000000
2016-07-20,2.085731,2.012324,2.102718,2.007471,6294000.000000
2016-07-21,2.042051,2.088158,2.096651,2.016571,5059500.000000
2016-07-22,2.074204,2.028704,2.075418,1.984417,5407500.000000
2016-07-25,2.107572,2.079665,2.120919,2.079665,4806000.000000
2016-07-26,2.364800,2.168239,2.383001,2.168239,15642000.000000
2016-07-27,2.350240,2.417580,2.421220,2.307166,8205000.000000
2016-07-28,2.313232,2.305345,2.362373,2.279259,5161500.000000
2016-07-29,2.278046,2.315660,2.331433,2.251959,5205000.000000
2016-08-01,2.290179,2.308379,2.315659,2.264699,3016500.000000
2016-08-02,2.180372,2.276226,2.276226,2.143365,7983000.000000
2016-08-03,2.195539,2.142152,2.195539,2.142152,4182000.000000
2016-08-04,2.252564,2.211918,2.254385,2.196144,5209500.000000
2016-08-05,2.338712,2.295032,2.344172,2.284112,5161500.000000
2016-08-08,2.329007,2.360554,2.378754,2.318087,3063000.000000
2016-08-09,2.389066,2.343566,2.410300,2.342960,3786000.000000
2016-08-10,2.333860,2.398167,2.399987,2.307773,5244000.000000
2016-08-11,2.367225,2.350845,2.375112,2.326579,2359500.000000
2016-08-12,2.397560,2.366013,2.413940,2.366013,4086000.000000
2016-08-15,2.497054,2.420007,2.514041,2.417581,4903500.000000
2016-08-16,2.443666,2.493413,2.493413,2.434566,2446500.000000
2016-08-17,2.442454,2.451554,2.451554,2.402413,3484500.000000
2016-08-18,2.496447,2.430321,2.496447,2.430321,3172500.000000
2016-08-19,2.561361,2.504940,2.578347,2.497661,4912500.000000
2016-08-22,2.564394,2.553474,2.585021,2.532240,3501000.000000
2016-08-23,2.605647,2.600187,2.636587,2.597761,4677000.000000
2016-08-24,2.538307,2.605647,2.619602,2.515254,4705500.000000
2016-08-25,2.569247,2.567427,2.602007,2.512827,3475500.000000
2016-08-26,2.605041,2.585627,2.660247,2.548014,3075000.000000
2016-08-29,2.631734,2.620207,2.663887,2.620207,5029500.000000
2016-08-30,2.608681,2.636587,2.678447,2.587447,4834500.000000
2016-08-31,2.610501,2.613534,2.622027,2.568641,2962500.000000
2016-09-01,2.679054,2.615354,2.679054,2.574101,5970000.000000
2016-09-02,2.664494,2.709994,2.709994,2.628701,4899000.000000
2016-09-06,2.642048,2.708782,2.708782,2.603827,2661000.000000
2016-09-07,2.583808,2.649328,2.660855,2.571068,4519500.000000
2016-09-08,2.572281,2.560147,2.591087,2.525566,4620000.000000
2016-09-09,2.288965,2.514647,2.514647,2.276225,7638000.000000
2016-09-12,2.426072,2.239218,2.432745,2.214344,7582500.000000
2016-09-13,2.355700,2.384820,2.450340,2.322333,4434000.000000
2016-09-14,2.423041,2.362980,2.439421,2.333860,5754000.000000
2016-09-15,2.590482,2.435174,2.604435,2.423041,11305500.000000
2016-09-16,2.591695,2.657215,2.662068,2.532241,5265000.000000
2016-09-19,2.604434,2.651147,2.716062,2.575921,5494500.000000
2016-09-20,2.571674,2.640227,2.651147,2.546800,3736500.000000
2016-09-21,2.672382,2.605041,2.682695,2.571067,3955500.000000
2016-09-22,2.703321,2.717882,2.753068,2.677234,4545000.000000
2016-09-23,2.617174,2.697862,2.697862,2.605647,2404500.000000
2016-09-26,2.535881,2.572281,2.585627,2.507974,2850000.000000
2016-09-27,2.672382,2.529814,2.672988,2.517681,4380000.000000
2016-09-28,2.689974,2.688761,2.730014,2.639014,4860000.000000
2016-09-29,2.788863,2.689975,2.837396,2.602615,12943500.000000
2016-09-30,2.918689,2.850136,2.972076,2.844676,7447500.000000
2016-10-03,2.858023,2.924149,2.978144,2.844069,3537000.000000
2016-10-04,2.836182,2.904735,2.920508,2.805848,4381500.000000
2016-10-05,2.902309,2.863483,2.960549,2.850743,3516000.000000
2016-10-06,2.952663,2.905343,2.956909,2.841642,4366500.000000
2016-10-07,2.935676,2.972076,2.989669,2.858629,4740000.000000
2016-10-10,2.891996,2.979963,3.014543,2.890176,4125000.000000
2016-10-11,2.711208,2.878649,2.880469,2.633555,11005500.000000
2016-10-12,2.680874,2.711207,2.711207,2.603221,4563000.000000
2016-10-13,2.583808,2.607468,2.612322,2.455801,7308000.000000
2016-10-14,2.646901,2.678447,2.736082,2.637801,8758500.000000
2016-10-17,2.602007,2.634161,2.681482,2.599581,3201000.000000
2016-10-18,2.697255,2.722735,2.726982,2.674202,3852000.000000
2016-10-19,2.657216,2.624455,2.669956,2.583808,4539000.000000
2016-10-20,2.714242,2.652361,2.740935,2.595334,4458000.000000
2016-10-21,2.692402,2.644475,2.702108,2.614748,3619500.000000
2016-10-24,2.842248,2.754282,2.845888,2.748822,4044000.000000
2016-10-25,2.835575,2.867729,2.873189,2.817375,4288500.000000
2016-10-26,2.819196,2.781583,2.871976,2.767628,4497000.000000
2016-10-27,2.781582,2.903522,2.926575,2.770662,4950000.000000
2016-10-28,2.733655,2.788862,2.865909,2.720915,5382000.000000
2016-10-31,2.776728,2.788255,2.814948,2.762168,2971500.000000
2016-11-01,2.698468,2.800388,2.841643,2.606254,5791500.000000
2016-11-02,2.644474,2.706962,2.753675,2.623241,6438000.000000
2016-11-03,2.626881,2.657215,2.702108,2.601401,5181000.000000
2016-11-04,2.580774,2.578954,2.652361,2.525567,2907000.000000
2016-11-07,2.804028,2.727588,2.807062,2.694221,3789000.000000
2016-11-08,2.822228,2.808882,2.871369,2.751855,4149000.000000
2016-11-09,2.777335,2.626882,2.805849,2.590481,8143500.000000
2016-11-10,2.603221,2.841036,2.885323,2.519501,11700000.000000
2016-11-11,2.896849,2.689975,2.910803,2.687548,8976000.000000
2016-11-14,2.848315,2.912016,2.944169,2.825262,3526500.000000
2016-11-15,3.012724,2.898669,3.033350,2.862876,5700000.000000
2016-11-16,3.117069,2.999376,3.124349,2.990276,6178500.000000
2016-11-17,3.218990,3.203824,3.262064,3.097049,4744500.000000
2016-11-18,3.285118,3.235977,3.298465,3.197757,3157500.000000
2016-11-21,3.328798,3.313025,3.363379,3.280265,4183500.000000
2016-11-22,3.462266,3.424652,3.468332,3.393712,5646000.000000
2016-11-23,3.476219,3.450132,3.492599,3.410699,3952500.000000
2016-11-25,3.490779,3.508979,3.508979,3.444065,1351500.000000
2016-11-28,3.461658,3.473186,3.505946,3.441031,2221500.000000
2016-11-29,3.441639,3.447099,3.497452,3.389466,1993500.000000
2016-11-30,3.379758,3.446492,3.459232,3.375511,1819500.000000
2016-12-01,2.879862,3.367624,3.374904,2.825261,10963500.000000
2016-12-02,2.991489,2.868336,3.003623,2.839215,6096000.000000
2016-12-05,3.100690,3.066717,3.127385,3.006657,6199500.000000
2016-12-06,3.229305,3.132237,3.238405,3.131024,4474500.000000
2016-12-07,3.433752,3.215351,3.451952,3.189265,6499500.000000
2016-12-08,3.521720,3.442246,3.576320,3.442246,7072500.000000
2016-12-09,3.477432,3.621820,3.627280,3.405845,5371500.000000
2016-12-12,3.398565,3.434965,3.454985,3.313024,3918000.000000
2016-12-13,3.513227,3.445886,3.582993,3.416766,6130500.000000
2016-12-14,3.505339,3.518686,3.572679,3.468331,5143500.000000
2016-12-15,3.689767,3.538099,3.735267,3.528392,7221000.000000
2016-12-16,3.569647,3.761354,3.772274,3.523539,4263000.000000
2016-12-19,3.680668,3.640021,3.721921,3.591487,4107000.000000
2016-12-20,3.783893,3.809953,3.809953,3.736856,5374500.000000
2016-12-21,3.783893,3.814403,3.830293,3.768638,2376000.000000
2016-12-22,3.844914,3.919917,3.936444,3.797241,3078000.000000
2016-12-23,3.902120,3.820124,3.905298,3.808683,1362000.000000
2016-12-27,4.044501,3.912926,4.067383,3.909112,4866000.000000
2016-12-28,3.809317,4.123953,4.126496,3.803597,8050500.000000
