Date,Close,Open,High,Low,Volume
2010-05-18,13.36242,13.612528,13.66311,13.061731,1389000
2010-05-19,13.124967,13.08984,13.339946,12.909988,1431900
2010-05-20,12.85659,12.881882,13.103886,12.609294,1052400
2010-05-21,12.876265,12.558714,13.230348,12.522182,910200
2010-05-24,12.966188,12.9971,13.117938,12.814437,765600
2010-05-25,12.591029,12.477217,12.873453,12.308606,1066200
2010-05-26,13.029419,12.994291,13.235967,12.82287,954300
2010-05-27,13.276716,13.095458,13.457973,13.095458,1031100
2010-05-28,13.25845,13.404579,13.435492,13.081408,560100
2010-06-01,13.162899,13.168519,13.365232,12.960566,988200
2010-06-02,13.172736,13.022392,13.379285,12.966188,120600
2010-06-03,13.431273,13.418628,13.556326,13.30622,465000
2010-06-04,13.154471,13.258449,13.424249,12.884693,268500
2010-06-07,12.765263,12.974622,13.081409,12.449118,518100
2010-06-08,12.321252,12.480027,12.508129,12.134374,300900
2010-06-09,12.544657,12.58962,12.806004,12.28331,321300
2010-06-10,12.633178,12.508125,12.75823,12.508125,252300
2010-06-11,12.754019,12.555902,12.952137,12.555902,471000
2010-06-14,13.092648,13.134801,13.230346,12.954949,485100
2010-06-15,13.346969,13.042064,13.651873,13.042064,401400
2010-06-16,13.578806,13.48607,13.753038,13.404575,348900
2010-06-17,13.61815,13.713696,13.77833,13.45797,140100
2010-06-18,13.691219,13.713701,13.786765,13.595674,159000
2010-06-21,13.671661,13.825498,13.887595,13.455726,422400
2010-06-22,13.510767,13.562986,13.752106,13.269428,324600
2010-06-23,13.303299,13.325881,13.498064,13.108534,353700
2010-06-24,13.105709,13.272247,13.272247,12.93917,404100
2010-06-25,12.927884,13.046436,13.069018,12.78675,241200
2010-06-28,13.081722,13.001275,13.232735,12.930708,887400
2010-06-29,12.656901,12.83473,12.837552,12.476249,576000
2010-06-30,12.498832,12.577868,12.69642,12.301245,321300
2010-07-01,12.222208,12.312534,12.448022,11.996394,753600
2010-07-02,12.232088,12.321003,12.366165,12.098011,434700
2010-07-06,12.323824,12.416972,12.52988,12.117768,223500
2010-07-07,12.559521,12.239146,12.879895,12.239146,165300
2010-07-08,12.8305,13.015385,13.015385,12.645614,405000
2010-07-09,12.919408,12.806501,13.035138,12.803678,293700
2010-07-12,13.080307,12.964578,13.196037,12.964578,762600
2010-07-13,13.33717,13.266603,13.469836,13.204504,301800
2010-07-14,13.498066,13.582747,13.673073,13.323059,656700
2010-07-15,13.26519,13.40209,13.407735,13.122645,255300
2010-07-16,13.131114,13.241199,13.292007,12.970222,166200
2010-07-19,13.170633,13.015385,13.32588,13.015385,237300
2010-07-20,13.073248,12.927881,13.320233,12.826264,501000
2010-07-21,13.162158,13.323051,13.323051,13.001266,417000
2010-07-22,13.32588,13.133938,13.517822,13.133938,169800
2010-07-23,13.444434,13.413385,13.59686,13.292009,292800
2010-07-26,13.615204,13.554516,13.794445,13.435964,221400
2010-07-27,13.752109,13.839611,13.853726,13.650493,316500
2010-07-28,13.554518,13.642022,13.729524,13.379512,336000
2010-07-29,13.252489,13.520644,13.520644,12.984334,351300
2010-07-30,12.922235,12.905298,13.069014,12.775455,263400
2010-08-02,13.135348,13.13676,13.252489,13.018207,1021800
2010-08-03,13.049257,13.105711,13.114179,12.984335,170400
2010-08-04,13.074656,13.100061,13.193209,12.956104,766800
2010-08-05,13.156518,13.119822,13.244021,13.069014,164100
2010-08-06,13.107121,12.998448,13.229907,12.984334,662400
2010-08-09,13.187568,13.277894,13.289184,13.085951,136200
2010-08-10,12.947642,13.10289,13.10289,12.792395,798300
2010-08-11,12.48472,12.64279,12.64279,12.32665,641700
2010-08-12,12.154463,12.148818,12.292775,12.016151,688500
2010-08-13,12.23632,12.174222,12.349227,12.123413,187800
2010-08-16,12.137528,12.081075,12.270194,12.004862,225300
2010-08-17,12.340763,12.267373,12.456492,12.225033,173700
2010-08-18,12.42121,12.352054,12.549641,12.292778,988800
2010-08-19,12.371813,12.411331,12.510124,12.233502,316800
2010-08-20,12.304068,12.26455,12.405684,12.202452,357300
2010-08-23,12.29278,12.354879,12.428269,12.157291,438000
2010-08-24,11.980873,12.013334,12.106482,11.855263,458700
2010-08-25,11.94559,11.88349,12.112128,11.779051,161700
2010-08-26,12.004868,12.143179,12.15447,11.855265,212100
2010-08-27,11.928649,11.987925,12.196803,11.660495,551100
2010-08-30,11.975226,12.106481,12.112126,11.838326,510300
2010-08-31,11.731067,11.773406,11.903251,11.558883,563700
2010-09-01,11.93712,11.804453,12.072609,11.801632,245100
2010-09-02,12.085311,11.962524,12.208097,11.962524,200700
2010-09-03,12.33935,12.368988,12.479073,12.199627,133500
2010-09-07,12.253264,12.34359,12.388753,12.117776,73200
2010-09-08,12.068376,12.162936,12.162936,11.973817,98700
2010-09-09,12.165757,12.222211,12.250438,12.081077,1473600
2010-09-10,11.956879,12.098013,12.12624,11.787518,294000
2010-09-13,12.21233,12.072607,12.363343,12.061316,401700
2010-09-14,12.422623,12.326653,12.637147,12.2081,945000
2010-09-15,12.473427,12.498831,12.575043,12.37181,255600
2010-09-16,12.567992,12.527062,12.676665,12.459318,1183800
2010-09-17,12.67102,12.733119,12.738764,12.603275,668700
2010-09-20,12.680895,12.713356,12.792391,12.569399,1079400
2010-09-21,12.805095,12.766989,12.896832,12.713358,801900
2010-09-22,12.641375,12.702063,12.769807,12.512943,261900
2010-09-23,12.656905,12.48472,12.89401,12.419799,550200
2010-09-24,13.0422,12.848846,13.235554,12.848846,770400
2010-09-27,13.181926,13.204507,13.266606,13.097246,1869900
2010-09-28,13.23132,13.229908,13.433141,13.029499,688200
2010-09-29,13.431732,13.317414,13.546051,13.317414,835500
2010-09-30,13.407737,13.500885,13.594034,13.22144,3003300
2010-10-01,13.345639,13.44161,13.481128,13.210151,338700
2010-10-04,13.164985,13.263779,13.323055,13.006915,577500
2010-10-05,13.395036,13.289185,13.52629,13.263781,2149800
2010-10-06,13.323061,13.458551,13.467018,13.179104,664500
2010-10-07,13.282125,13.345636,13.376686,13.187565,1087800
2010-10-08,13.320232,13.337168,13.489593,13.150871,1113600
2010-10-11,13.562981,13.455719,13.670243,13.455719,1359900
2010-10-12,13.568628,13.520643,13.709762,13.427494,937200
2010-10-13,13.612381,13.706941,13.706941,13.517821,944100
2010-10-14,13.647665,13.605326,13.752104,13.543226,708300
2010-10-15,13.260958,12.730293,13.802912,12.719003,822300
