basket,trend,cagr,mdd,calmar,rec,uw,worst_year,ulcer,oos_cagr,oos_mdd,corr
1.0,0.0,0.17400547033349212,-0.27796048226045245,0.626007945152602,401,896,-0.10408414698109547,0.09539883493444601,0.24298458359073694,-0.23075867153066343,
0.8,0.2,0.16741592062769772,-0.27102827015481024,0.6177064869730026,401,890,-0.12048433125567226,0.09577880182012895,0.2283497083900925,-0.21949751262891615,0.6180472376561383
0.7,0.3,0.1639255035220022,-0.2679408550597896,0.6117973441766582,402,890,-0.1286844233929607,0.09728524132782496,0.2207838568987619,-0.21433894918923524,0.6180472376561391
0.6,0.4,0.16030286855684706,-0.26825489938646596,0.5975766665342578,402,890,-0.13688451553025105,0.10008178091436055,0.21304694973352012,-0.2141397285222857,0.618047237656139
0.5,0.5,0.15654635560945618,-0.2690998975862494,0.5817406733099234,403,890,-0.1450846076675394,0.10356526883679053,0.20513430251716414,-0.2197837294805215,0.6180472376561384
0.0,1.0,0.13567645073660928,-0.3461416738809695,0.39196797431350444,239,972,-0.18608506835398364,0.1371356706991108,0.162729614351931,-0.24745317750722218,
