date,basket,trend,portfolio
2006-09-22,105179.52983271156,61474.21858704006,166495.52655672398
2006-09-25,106079.44862524228,61483.156743266365,167369.3638946656
2006-09-26,106074.96598466406,61492.09619907221,167374.58012268075
2006-09-27,105996.42432504965,61501.03695464655,167308.6685578607
2006-09-28,106309.8428570613,61509.97901017837,167619.21226944777
2006-09-29,106169.11754166422,61518.92236585668,167493.57985993545
2006-10-02,105930.51465127467,61527.86702187051,167273.94338585998
2006-10-03,105747.64140015973,61536.812978408925,167107.8332213118
2006-10-04,106579.35823367888,61545.76023566102,167916.17642507007
2006-10-05,106526.77411918555,61554.708793815924,167875.2038120307
2006-10-06,106310.89566204461,61563.65865306277,167677.39831409534
2006-10-09,106665.40941698858,61572.60981359074,168027.42118226358
2006-10-10,106601.67695272241,61581.56227558903,167975.7454162899
2006-10-11,106877.47170862179,61590.516039246875,168250.16625286726
2006-10-12,106997.1687392934,61599.47110475353,168374.66611807805
2006-10-13,107012.72578795454,61608.42747229829,168399.14726000885
2006-10-16,107028.28509856116,61617.38514207045,168423.63196142
2006-10-17,107029.7356875703,61626.344114259366,168434.56748224652
2006-10-18,106103.79772734974,61635.30438905439,167554.8041713616
2006-10-19,105725.91502907603,61644.265966644925,167201.41594801287
2006-10-20,105394.75336901267,61653.228847220395,166892.90182415664
2006-10-23,105442.432039413,61662.193030970244,166948.24215254973
2006-10-24,105169.04290172631,61671.158518083954,166695.21779407116
2006-10-25,105899.27632828924,61680.12530875103,167406.11317156887
2006-10-26,106213.21895872738,61689.093403160994,167717.18798212404
2006-10-27,105751.14110909344,61698.06280150342,167282.9437737666
2006-10-30,105985.51044706168,61707.0335039679,167517.59606117173
2006-10-31,106129.94137360767,61716.00551074403,167665.8693713249
2006-11-01,105755.84135842016,61724.97882202146,167316.1266824003
2006-11-02,105626.96814515795,61733.95343798987,167201.91079088254
2006-11-03,105784.8458588794,61742.92935883895,167363.10309007432
2006-11-06,106285.874029965,61751.90658475842,167853.8718941068
2006-11-07,106407.01686393525,61760.88511593804,167979.7853589247
2006-11-08,106414.698812919,61769.8649525676,167996.72794447577
2006-11-09,106229.90929134021,61778.846094836896,167828.81479563913
2006-11-10,106383.62776668527,61787.828542935764,167986.019351947
2006-11-13,106661.75656203489,61796.81229705407,168262.71383449377
2006-11-14,106900.86927534954,61805.79735738171,168501.9371377727
2006-11-15,106937.43414163878,61788.5849122103,168518.7222644363
2006-11-16,106958.42710907313,61977.36770144342,168739.95974852884
2006-11-17,106968.96064304064,61593.21194954474,168340.90725157422
2006-11-20,107153.79687497184,62498.16316427114,169482.30656739828
2006-11-21,107159.6579500868,61240.51239443499,168148.39549236477
2006-11-22,107532.91176153808,62209.418882855454,169538.8780161129
2006-11-24,107548.54670553388,61997.347221130156,169328.01412750388
2006-11-27,107549.92551946432,60218.150157846176,167434.2923364046
2006-11-28,107610.6613158232,60305.76129793321,167585.94114066678
2006-11-29,107597.60478601378,60260.05568788599,167524.71949605597
2006-11-30,107929.40683528238,60870.712129663814,168493.8133174765
2006-12-01,107482.97598648864,59946.650631658966,167080.81369190317
2006-12-04,108981.54518300168,61119.17004957815,169768.96389967902
2006-12-05,108997.39075369813,61345.70129988457,170025.46400221557
2006-12-06,109013.23862829026,61647.74023470777,170362.39053966413
2006-12-07,109009.32203351187,60681.64192797513,169329.62494916338
2006-12-08,108754.67069898233,60376.21214871052,168759.73059996334
2006-12-11,108548.09571720308,60248.3832098518,168425.17563702655
2006-12-12,107906.01161412425,59865.48308089182,167400.66102763748
2006-12-13,106718.07963997335,59396.38002866032,165760.07692201604
2006-12-14,109792.69213842208,60327.09005046806,169704.36638288514
2006-12-15,109780.08734071792,60322.52859322066,169687.4017746204
2006-12-18,109438.32715570185,60164.3505555994,169190.6844354463
2006-12-19,107877.99636593822,59446.76225058936,166927.76905622907
2006-12-20,108713.95403957984,59731.03903727935,168033.4424108084
2006-12-21,106373.63641424145,58873.00190096579,164871.80329414198
2006-12-22,105070.87025024637,58507.278793024336,163231.03927364558
2006-12-26,107041.63895702467,59173.744275542056,165833.70368777416
2006-12-27,107383.62460148594,59664.45652158433,166684.8241008107
2006-12-28,107409.83381636598,59697.756551556406,166745.4647528099
2006-12-29,107199.9164237035,59195.60064836771,166008.99906316705
2007-01-03,107056.748506839,58942.108406228195,165591.6148709496
2007-01-04,108303.35757042759,60638.480026913254,168652.8402742
2007-01-05,107871.96071445028,58899.995576523535,166301.83310269087
2007-01-08,108019.91626224246,59244.69304240315,166825.9766485574
2007-01-09,108145.16862959143,59563.40299467367,167299.87350417097
2007-01-10,108642.25274541657,61080.37024588947,169463.4239434856
2007-01-11,108688.2488255508,61367.39364443815,169828.1344864697
2007-01-12,108725.70076987431,61611.15720367748,170136.3787903306
2007-01-16,108691.11835100534,60847.1013362222,169247.15461075594
2007-01-17,108569.62163421819,60199.30872343574,168407.59366869065
2007-01-18,107441.48430281687,56917.696702854904,163678.1784884421
2007-01-19,107827.27902786295,57677.65035973491,164889.13181903894
2007-01-22,107439.18521538007,56787.90214000486,163530.44317843186
2007-01-23,107409.09300324472,56711.219546154854,163416.46292157657
2007-01-24,108062.61046488417,57936.674128281564,165398.35533643223
2007-01-25,107937.22435915672,57595.027320597146,164898.60443736485
2007-01-26,108470.27093639273,58709.724551901134,166644.31685201047
2007-01-29,108365.1401534646,58235.136882824336,166014.25778876498
2007-01-30,108580.37750386474,58614.97294701747,166640.33387371452
2007-01-31,108633.02400790802,58703.28480310868,166788.3158850466
2007-02-01,108954.30749705146,59424.89411627281,167896.314868528
2007-02-02,109053.12818600486,59986.85068131982,168618.51831127127
2007-02-05,109112.61237634142,60324.04332667375,169052.03955166828
2007-02-06,109065.03857481813,59992.44742273567,168635.8631484231
2007-02-07,109924.78111110565,61198.66770204628,170787.79435718013
2007-02-08,109884.44128602276,60845.844117840024,170354.52695794724
2007-02-09,108946.34404729445,59477.72222004563,167948.17634430382
2007-02-12,107668.06834928159,58480.31213491546,165641.59884922195
2007-02-13,108512.52460343686,58931.60807616806,166932.4784286035
2007-02-14,111358.62246080003,60630.47568915576,171482.67767235514
2007-02-15,111579.90106315908,61118.5885134557,172235.8281853674
2007-02-16,111574.00538439397,61063.31074314637,172168.34147101786
2007-02-20,111586.23062554564,61067.35107759829,172184.23293088877
2007-02-21,111573.32861531735,60997.37699764798,172093.75042726615
2007-02-22,112271.23997095515,62952.46071096507,174935.36467351706
2007-02-23,112286.24511128143,63495.25023506653,175558.18950161352
2007-02-26,112301.25225705662,63359.298647806834,175419.6276352457
2007-02-27,112297.83539628064,59856.4230208892,171487.04680107452
2007-02-28,112411.88980820686,60047.40986926155,171807.263605707
2007-03-01,112090.73949103094,59416.00887588184,170800.58096665522
2007-03-02,110145.4910637787,57669.132972798696,167033.55693114852
2007-03-05,108597.49029178714,56785.7437126733,164604.26754188183
2007-03-06,113099.21137541288,58686.27347676317,170919.0160298728
2007-03-07,112977.32410721126,58340.86617291495,170418.29769923713
2007-03-08,113437.39394941815,59190.50473334144,171798.86962517444
2007-03-09,113632.62287963937,59731.802438566105,172587.47692010197
2007-03-12,113767.31114389701,60437.115451252175,173503.81927871186
2007-03-13,113491.21135085805,58594.93452355566,171180.78407761094
2007-03-14,113662.35646966915,59114.44092131646,171922.56902182702
2007-03-15,113664.82421208348,59076.192052707454,171881.95566618955
2007-03-16,113518.53723729769,58516.79396531377,171118.51867228426
2007-03-19,113333.73024754992,58076.02431592624,170452.36391519933
2007-03-20,113845.5040479079,58919.06350611575,171873.5739140824
2007-03-21,114682.24390321023,60480.27179407643,174402.34545704012
2007-03-22,114602.69072098764,59234.82169078126,172931.32485776226
2007-03-23,114733.24070546293,59761.43465199986,173643.36250655877
2007-03-26,114734.84545818424,59701.092858359,173577.16421177704
2007-03-27,114675.38415707611,59362.30406424144,173141.8737339581
2007-03-28,114300.36950109535,58289.21773851062,171589.67524946097
2007-03-29,113904.21498550162,57505.645936829926,170342.60203495325
2007-03-30,114089.67260095084,57767.26738402931,170808.39900028234
2007-04-02,114036.21458346021,57662.1779310616,170640.84243252466
2007-04-03,114387.49000376469,58224.04093505483,171597.51064146118
2007-04-04,114781.59231529309,58931.35945364421,172757.13871491357
2007-04-05,115039.92922265628,59622.33924133523,173772.2913775401
2007-04-09,115000.93864341854,59427.0423889812,173516.9857361341
2007-04-10,115417.02547051644,60182.440068148055,174750.97440214548
2007-04-11,115047.687918004,59278.08928309566,173393.33258676034
2007-04-12,115827.97814072606,60171.91980842443,175121.012097194
2007-04-13,115782.18770216902,60003.07608744947,174889.06254640143
2007-04-16,116086.06812875913,60638.76309505694,175884.50667455271
2007-04-17,116088.46699304553,60555.50816157431,175793.34305657778
2007-04-18,116370.5859612941,62448.38000031415,178178.83433763712
2007-04-19,116386.13898246543,63027.087319967664,178842.45958651393
2007-04-20,116401.6940823104,63398.38984521184,179273.4271641039
2007-04-23,116396.3780564355,62647.042359723615,178425.65184470586
2007-04-24,117762.05864159398,65049.638042122344,182389.73120674473
2007-04-25,117777.79763419338,66024.51885205897,183497.9431196412
2007-04-26,117787.98065095146,65996.13700975932,183475.5669466796
2007-04-27,117563.4584139254,64412.646042061664,181490.6448659336
2007-04-30,116563.47582683619,62955.58788619039,178927.0274845153
2007-05-01,116874.00526848249,63203.71678104843,179493.90015017957
2007-05-02,117777.13911853268,64020.27065373741,181249.03419600613
2007-05-03,118084.49554023027,64616.42209042974,182203.35841349894
2007-05-04,118518.53696014328,65582.0774383728,183689.88954899082
2007-05-07,118479.67761386812,65152.64582993182,183172.0614841924
2007-05-08,118343.59921329927,64917.84668243885,182782.23382958095
2007-05-09,119505.42194098714,66792.25367363764,185964.39352432755
2007-05-10,119392.42252852308,64793.84842987284,183617.65685722447
2007-05-11,120228.59978369958,66235.65996776495,186011.97046768042
2007-05-14,120239.39288198153,66093.61856900225,185862.66175341117
2007-05-15,120184.49660271728,64673.006084551394,184218.06008627574
2007-05-16,120205.27456117957,64692.7961846565,184259.56589935708
2007-05-17,119952.22887081315,64224.15901316801,183498.74594061202
2007-05-18,120129.1418571903,64384.342097350265,183842.8135309922
2007-05-21,120229.44795407256,64482.39453689951,184046.00537175103
2007-05-22,120651.50847049325,64957.15492400438,184970.735211313
2007-05-23,119468.94919924019,63472.917292904756,182206.98668141483
2007-05-24,117117.47902623209,61740.16268299844,178078.36023179686
2007-05-25,118064.5044842232,62233.26027632793,179511.434221417
2007-05-29,119094.8347922039,62836.350148261874,181145.29695152037
2007-05-30,118407.46020675654,62188.51333626169,179779.8978547405
2007-05-31,120791.0186601145,63658.34523578741,183643.40160730167
2007-06-01,121572.65435234085,64556.274188821044,185376.92874420452
2007-06-04,121480.29626936592,64309.36962251726,185014.1446215282
2007-06-05,121267.42605162389,63829.578520255105,184278.14182899843
2007-06-06,119981.09219479597,62550.60294020476,181648.2265114029
2007-06-07,117173.23101927101,60777.98512015586,177050.82463439438
2007-06-08,122674.25026374758,63317.662950687445,185011.05100912374
2007-06-11,122145.03145887076,62939.808238193626,184095.45991945275
2007-06-12,120628.01389999231,62170.802432582015,181823.27020124477
