initial_capital,baskets.budget_mode,baskets.count,baskets.slices,entry.first_slice_mult,entry.dip_vol_mult,exit.lot_tp_vol_mult,exit.upday_sell_frac,exit.basket_sl_pct,exit.basket_tp_pct,exit.max_hold_days,regime.enabled,regime.bear_max_baskets,regime.ma_band,regime.cooldown_after_sl_days,regime.breaker_dd,costs.commission_pct,simple_annual,cagr,mdd,mdd_recover_days,max_underwater_days,sharpe,calmar,worst_year,worst_month,ulcer_index,pct_days_dd_gt20,avg_exposure,n_baskets_closed,basket_win_rate,n_trades,pnl_yr_cap,mdd_cap,test_pnl_yr_cap,test_mdd_cap,train_simple_annual,train_cagr,train_mdd,train_calmar,train_sharpe,test_simple_annual,test_cagr,test_mdd,test_calmar,test_sharpe
100000000,fixed,4,4,2.0,0.25,1.0,0.1,,0.2,40,True,2,0.02,20,,0.001,0.23246713704592514,0.08132560007610334,-0.23925920060792416,230,920,0.6685606869131384,0.33990584215556335,-0.14738592941752937,-0.14635239664134791,0.08616988080605757,0.03370601775731667,0.11472032376046253,436,0.8256880733944955,18972,0.23246713704592514,-0.5615968558806116,0.3700665379889991,-0.36194538906250356,0.15317838493664418,0.081380274351883,-0.23925920060792416,0.3401343569865113,0.5967665191478561,0.10716939608863303,0.07902300942195972,-0.09676009346654313,0.8166900897970258,0.9921429294172371
100000000,fixed,4,4,2.0,0.25,1.0,0.1,,0.2,60,True,1,0.02,20,,0.001,0.23136335319111664,0.08114493742252238,-0.3325141464450092,321,1040,0.6681317946115839,0.24403454195877958,-0.17842941365604348,-0.1559812856603764,0.09157779733009289,0.06905623150279513,0.10975089901448085,322,0.7577639751552795,17387,0.23136335319111664,-0.5622233708852199,0.3787054893990263,-0.3683627844988227,0.1465378149113996,0.07923137448302375,-0.3325141464450092,0.23827971029234674,0.5843427601375158,0.1129619517487492,0.08224697795329905,-0.1020691236098813,0.8057968467296287,1.029270071475693
100000000,fixed,4,4,1.0,0.25,1.0,0.1,,0.2,60,True,2,0.02,20,0.15,0.001,0.22996244265040947,0.08091463031731383,-0.26951987326855664,247,891,0.6934330542342081,0.30021767721999626,-0.10665783049402588,-0.1622605405781401,0.08788053578204556,0.02384084182834594,0.1020565958978852,318,0.7641509433962265,18198,0.22996244265040947,-0.5746252468522441,0.38241894027485784,-0.37747236605011464,0.1435393939654506,0.07824022310815448,-0.26951987326855664,0.29029482004168905,0.6030597449637732,0.11634745399297962,0.08409817438324363,-0.10343482600352716,0.813054728591856,1.0541402463443703
100000000,fixed,4,4,1.0,0.25,1.0,0.1,,0.2,60,True,2,0.02,20,,0.001,0.22987446849814222,0.08090012951573344,-0.313353516075927,320,914,0.6465497219651559,0.25817527286379954,-0.1487575183114449,-0.16225585544581267,0.09158959917940683,0.04735284445905952,0.11624801699571116,328,0.7682926829268293,19376,0.22987446849814222,-0.5252508869415596,0.3709199290918746,-0.36398516046422896,0.14851803628847055,0.0798787366218463,-0.313353516075927,0.25491571826655784,0.56948189196957,0.10963821309982348,0.08040597812011163,-0.10032775597625387,0.8014330365282222,1.013226032583953
100000000,fixed,4,4,3.0,0.25,0.5,0.1,,0.2,40,True,2,0.02,20,,0.001,0.22486178589539305,0.08006634988320216,-0.24578028443026723,230,951,0.6461983690427441,0.32576392394044357,-0.1397034918629022,-0.17566800378011838,0.08108010570151106,0.03107530417625781,0.11655543288928034,443,0.8216704288939052,18734,0.22486178589539305,-0.561647741036875,0.34933245091013687,-0.36946664715304134,0.1523689079937576,0.08112164236382613,-0.24578028443026723,0.33005756565003064,0.5781893576842955,0.10135404741954629,0.07571144108178385,-0.09988984089556574,0.7579493610460319,1.018709179594308
100000000,fixed,4,4,1.0,0.25,1.0,0.1,,0.2,60,True,1,0.02,20,0.15,0.001,0.22339091806602443,0.07981883766639553,-0.29487272440363455,280,972,0.6856806683100826,0.2706891179162982,-0.1463586291815332,-0.16457989234267467,0.09172746946073373,0.04718842486024334,0.09848990144670447,318,0.7421383647798742,16655,0.22339091806602443,-0.5359386965811723,0.3841278771199358,-0.3639851604642296,0.1324235311239762,0.07444500300636259,-0.29487272440363455,0.252464866518,0.5792865513432903,0.12337896288288523,0.08786838694449606,-0.10402183602853177,0.8447109789563314,1.0888606521213535
100000000,fixed,4,4,2.0,0.25,1.0,0.1,,0.2,40,True,1,0.02,20,0.15,0.001,0.22271078179396359,0.07970394083652255,-0.2632568985077438,337,896,0.6783434907227044,0.3027610721250597,-0.1524036831388038,-0.12758387930643278,0.09143017899865502,0.055244985202236106,0.1023718111712127,421,0.7885985748218527,16101,0.22271078179396359,-0.5462559973405426,0.3751737668174969,-0.36194538906250356,0.13506041669046814,0.07536314646676057,-0.2632568985077438,0.28627225684854646,0.580467168988115,0.11821830972918353,0.08511100346905831,-0.10323126199476151,0.8244692724320011,1.0449050108887445
100000000,fixed,4,4,3.0,0.25,0.5,0.1,,0.2,60,True,2,0.02,20,,0.001,0.22254607441893756,0.0796760738135105,-0.3154822767873561,297,942,0.6402829059385491,0.25255324839440796,-0.17069053262568668,-0.18332169487014394,0.08777561204950564,0.05705360078921407,0.11593495034351156,331,0.7854984894259819,18852,0.22254607441893756,-0.5370954620700461,0.3461153334920849,-0.3289538945517069,0.1511277763310877,0.08072333107893725,-0.3154822767873561,0.255872792287939,0.5724809123743612,0.10125649946715833,0.075655230591396,-0.09108328947532007,0.8306159233730304,1.0243926165368789
100000000,fixed,4,4,2.0,0.25,1.0,0.1,,0.2,40,True,2,0.02,20,0.15,0.001,0.22005518584829922,0.07925259263685747,-0.3301788557550217,504,1034,0.6590043179497338,0.2400292788453402,-0.19055190380237963,-0.13682695463552852,0.09989164209714947,0.05162775402828017,0.10877260806544672,419,0.8210023866348448,17121,0.22005518584829922,-0.7575326946209532,0.372588093561807,-0.3619453890625042,0.13236462236060154,0.0744243600275527,-0.3301788557550217,0.2254061964609034,0.5631833026131899,0.11898080696407017,0.08552175765269188,-0.10519773290349499,0.8129619839920579,1.0046224939915953
100000000,fixed,4,4,3.0,0.25,0.5,0.1,,0.2,60,True,2,0.02,20,0.15,0.001,0.21974966860605083,0.07920038493485637,-0.2821791423522062,301,983,0.6518731522418656,0.28067412876321385,-0.1667843091534621,-0.14634602778192562,0.09394549112075397,0.059519894771456756,0.10994569069026927,317,0.7854889589905363,17633,0.21974966860605083,-0.594372366415511,0.3493232523126666,-0.26966053623104813,0.14517296005082284,0.07878185968044238,-0.2821791423522062,0.2791909388614896,0.575664559468503,0.10511775444527593,0.07786345470989842,-0.07691318599357211,1.0123550819544223,1.032625563653314
100000000,fixed,4,4,1.0,0.25,1.0,0.1,,0.2,40,True,2,0.02,20,,0.001,0.21951224426444346,0.07915977270074914,-0.25637153812594726,393,1186,0.6647703387078162,0.3087697381675045,-0.1419561893790321,-0.14964043786674996,0.08555171801654747,0.023183163433081223,0.11070108641079376,437,0.8146453089244852,19013,0.21951224426444346,-0.5929578796399934,0.3541813713430136,-0.3345582509687275,0.1418638280271591,0.07768050114760783,-0.25637153812594726,0.3029997078281203,0.5855328126420781,0.10811868667279202,0.07955636297227153,-0.09514538937697503,0.8361557348518666,0.9911640886970801
100000000,fixed,4,4,1.0,0.25,1.0,0.1,,0.2,60,True,1,0.02,20,,0.001,0.21902919205190652,0.079077035499729,-0.33296890749191255,368,1022,0.6510583187559409,0.23749074979816154,-0.18899302601818269,-0.16524852294062498,0.09270803568410678,0.06905623150279513,0.10796696481693295,317,0.750788643533123,17362,0.21902919205190652,-0.5457195193269254,0.3565352952050415,-0.3556210401712596,0.13969069770411405,0.07694818517855828,-0.33296890749191255,0.23109720892010696,0.5690038268081037,0.10990468556948071,0.08055445229401914,-0.10252105636419628,0.7857356834859087,0.9970105170854118
