rules.ma_window,rules.exit_band,rules.mom_window,rules.trail_pct,rules.target_vol_annual,rules.cooldown_days,cagr,mdd,calmar,rec,uw,worst_year,expo,is_cagr,is_mdd,oos_cagr,oos_mdd,n_trades
100,0.0,120,0.35,0.25,20,0.09232338175827293,-0.5114080857135264,0.180527810054981,413.0,1198,-0.15033249169081497,0.19669811062990242,0.08106212404734925,-0.5114080857135264,0.10819987919085894,-0.3439211851343623,197
100,0.0,120,0.35,0.35,5,0.11411693044863713,-0.5104299844453812,0.22357019361359298,318.0,1503,-0.2447280829936963,0.29592262395250557,0.08914435073252425,-0.5104299844453812,0.1539433237940755,-0.43763102660776765,287
100,0.0,120,0.35,0.35,20,0.08769246308610334,-0.6212344545875635,0.14115840233671878,423.0,1442,-0.2172685678680898,0.2727941189580028,0.07789159597340412,-0.6212344545875635,0.0988511141672801,-0.4534057241349686,228
100,0.0,120,0.35,0.5,5,0.14605392811157514,-0.5718769382000191,0.2553939813892119,603.0,2542,-0.3518422723802319,0.3954394002830334,0.11243197185062903,-0.5718769382000191,0.19947844308974805,-0.529470346908492,280
100,0.0,120,0.35,0.5,20,0.11822430427553754,-0.659291944518468,0.17932011039796023,434.0,1273,-0.2390657568607888,0.3638788611280467,0.09852104363801839,-0.659291944518468,0.14493324190213164,-0.5558120805230888,215
100,0.03,20,0.15,0.25,5,0.05117127080363226,-0.46454750873705264,0.11015293342708826,482.0,3262,-0.31714936825802065,0.21207409921159714,0.025411489874071158,-0.46454750873705264,0.10027340038257937,-0.3871176347577111,373
100,0.03,20,0.15,0.25,20,0.029671108457794748,-0.4805850853453526,0.061739553229107874,1230.0,2015,-0.2858443358892394,0.17859255019659365,0.01669818066554285,-0.4805850853453526,0.05397764407223549,-0.3590202714540852,294
100,0.03,20,0.15,0.35,5,0.04520469320753029,-0.5819894823996443,0.07767269783148562,1638.0,3298,-0.4002262183643447,0.2958476386973528,0.004307417189011398,-0.5819894823996443,0.12481244183890516,-0.4835586573106816,408
100,0.03,20,0.15,0.35,20,0.021212157338507787,-0.5690005912666606,0.037279675388890356,1588.0,2373,-0.3597296498563136,0.2462999958103061,-0.0008254785675335663,-0.5690005912666606,0.06300901454819718,-0.4486886732350821,317
100,0.03,20,0.15,0.5,5,0.05620004883536178,-0.6886935348155463,0.08160385715021111,1918.0,4545,-0.47121873427122607,0.39596928698288536,0.0012798036243446553,-0.6886935348155463,0.16517946718320164,-0.5713973845882108,388
100,0.03,20,0.15,0.5,20,0.028207530058559804,-0.6663438082623876,0.042331795851928235,454.0,2531,-0.4272494485673135,0.32965296704532515,0.0012930049259727294,-0.6663438082623876,0.07960205689546251,-0.5357581664995893,303
100,0.03,20,0.25,0.25,5,0.10181659259581588,-0.3709982528700939,0.27443954737831944,360.0,3290,-0.1875688166294318,0.24713316774067492,0.06426422452974911,-0.3709982528700939,0.16905050243064967,-0.29663109690325784,261
100,0.03,20,0.25,0.25,20,0.11707392316613507,-0.36261094361470725,0.32286373378331384,243.0,2344,-0.1579267442568949,0.2369234620070124,0.07109595979643091,-0.36261094361470725,0.20138638654770236,-0.2873028012092911,238
100,0.03,20,0.25,0.35,5,0.11066399182422004,-0.4642118380465372,0.23839114549492807,361.0,3296,-0.2591666280061402,0.34193639536460535,0.06496386086715056,-0.4642118380465372,0.19228155589006413,-0.42505259585447697,303
100,0.03,20,0.25,0.35,20,0.1277592155804812,-0.43472390538502415,0.2938858756049499,346.0,2582,-0.25164875078405147,0.32718152038632353,0.07256739191838424,-0.43472390538502415,0.2289491904498484,-0.4192181070788277,284
100,0.03,20,0.25,0.5,5,0.13524832144067722,-0.6203297412320168,0.21802649857165468,2155.0,3327,-0.3535683798860093,0.4596064988691405,0.07490045242874754,-0.6203297412320168,0.24405280686218678,-0.49683368806078565,291
100,0.03,20,0.25,0.5,20,0.16662328278505578,-0.5803105863448029,0.2871277669335043,551.0,3292,-0.3175385411872338,0.43959466501244376,0.08490213021139104,-0.5803105863448029,0.32147907452669067,-0.48898643281467724,270
