baskets.count,baskets.slices,entry.dip_vol_mult,exit.lot_tp_vol_mult,exit.upday_sell_frac,exit.basket_sl_pct,exit.basket_tp_pct,exit.max_hold_days,regime.enabled,regime.bear_max_baskets,regime.ma_band,regime.cooldown_after_sl_days,regime.breaker_dd,costs.commission_pct,simple_annual,cagr,mdd,mdd_recover_days,max_underwater_days,sharpe,calmar,worst_year,avg_exposure,n_baskets_closed,basket_win_rate,n_trades,train_simple_annual,train_cagr,train_mdd,train_calmar,train_sharpe,test_simple_annual,test_cagr,test_mdd,test_calmar,test_sharpe
4,6,0.25,0.5,0.1,,0.2,60,True,1,0.02,20,0.25,0.001,0.7353509547784851,0.12898305665731913,-0.3415580773989393,465,966,0.7613260181997754,0.37763140500017256,-0.22669498250516673,0.1424985270179283,310,0.7774193548387097,16803,0.12583042113519569,0.07209787485806474,-0.3415580773989393,0.21108525790726518,0.49369400470882113,0.5962260688460427,0.23537605736651268,-0.1887238193834999,1.2471984624697119,1.1675366382369599
4,8,0.25,1.5,0.1,,0.2,60,True,1,0.02,20,,0.001,0.7032293686338884,0.12701218650095858,-0.38898781743667454,553,1198,0.7303502289426911,0.32651970269386543,-0.1869833411614007,0.16086392341352215,316,0.759493670886076,18366,0.1051420139971697,0.06420324209304318,-0.38898781743667454,0.16505206388242524,0.43146705240068,0.6521969025414248,0.24633465685547273,-0.17538673946782046,1.4045226999654077,1.2229515820982042
4,6,0.25,1.5,0.2,,0.2,60,True,1,0.02,20,,0.001,0.6787727912281811,0.1254561757848891,-0.3725882502685669,535,1200,0.7100311959594018,0.3367153303800066,-0.1952117865424633,0.158623430272435,315,0.7682539682539683,17925,0.10833482931851325,0.06547866577812056,-0.3725882502685669,0.17574001791769495,0.43630762596570494,0.6154262612898945,0.239218286338146,-0.1796257228319431,1.3317596308962798,1.1426824140162744
4,4,0.25,0.5,0.3,,0.2,60,True,1,0.02,20,0.25,0.001,0.6314686316633591,0.12229718385659005,-0.3978130702654191,581,1322,0.6916735240192979,0.30742374496391967,-0.27890414255410356,0.1420174708872241,298,0.7785234899328859,15303,0.10649910494349141,0.06474808366847662,-0.3978130702654191,0.16276007126984787,0.4395612762884561,0.5682049369934085,0.22960135406543603,-0.1794828060336543,1.2792387145005084,1.057966547712764
4,4,0.25,0.5,0.3,,0.2,60,True,1,0.02,20,,0.001,0.6288943413133841,0.1221192202039525,-0.37786722073022416,537,1096,0.6804021555048044,0.32318024296460135,-0.22902886764832675,0.14891398429245795,307,0.7719869706840391,15985,0.1013251220701632,0.06264862724931919,-0.37786722073022416,0.16579534771037144,0.419019727607094,0.5913876927459547,0.2343934282965756,-0.1794685562462065,1.3060417557213735,1.0773935317137726
4,8,0.25,1.0,0.1,,0.2,60,True,1,0.02,20,,0.001,0.6224118820313141,0.12166816140003078,-0.2829475147931725,409,952,0.8142071255822632,0.43000258012150117,-0.152340590521733,0.12969069945979833,318,0.7610062893081762,17947,0.1291756995275467,0.07329815157050601,-0.2829475147931725,0.25905211298316266,0.5501198265682609,0.4857121361153272,0.21129986009945956,-0.14652584943797664,1.4420654165113802,1.2244951574210832
4,8,0.25,1.0,0.1,,0.2,60,True,1,0.02,20,0.3,0.001,0.6224118820313141,0.12166816140003078,-0.2829475147931725,409,952,0.8142071255822632,0.43000258012150117,-0.152340590521733,0.12969069945979833,318,0.7610062893081762,17947,0.1291756995275467,0.07329815157050601,-0.2829475147931725,0.25905211298316266,0.5501198265682609,0.4857121361153272,0.21129986009945956,-0.14652584943797664,1.4420654165113802,1.2244951574210832
4,6,0.25,1.5,0.2,,0.2,60,True,1,0.02,20,0.25,0.001,0.6120925157891188,0.12094133895730663,-0.39572253579061234,503,1131,0.7000217816602098,0.30562156061109447,-0.2253291669775248,0.14889923267998914,310,0.7612903225806451,17216,0.08579401470070891,0.055955555004952195,-0.39572253579061234,0.14140098160737508,0.3941120205906529,0.6580144944134929,0.24743290935996876,-0.1799769075742893,1.3748036495061766,1.1830972903717014
4,8,0.25,1.0,0.1,,0.2,60,True,1,0.02,20,0.25,0.001,0.5967732865093304,0.11984181110690972,-0.30035427074293475,411,991,0.8196000699544895,0.39900152180449316,-0.16391830528861628,0.12393814039314943,317,0.7602523659305994,17475,0.10405763253442951,0.06376493989309617,-0.30035427074293475,0.21229909511648293,0.4971896711662457,0.558867622087082,0.2276306999179194,-0.1257869849986527,1.809652245980437,1.3368553942711192
4,6,0.25,1.0,0.2,,0.2,60,True,1,0.02,20,,0.001,0.5906295825509054,0.11939372650800051,-0.3073481307442357,440,1055,0.7520014965981257,0.38846413745511194,-0.19727381409243228,0.1339701264953291,308,0.7532467532467533,17483,0.11025233617778872,0.06623406250658825,-0.3073481307442357,0.21550175804292074,0.483306114035826,0.5199575315269819,0.21915070385198065,-0.16082649235379687,1.3626530097409466,1.1593879137029857
