baskets.count,baskets.slices,entry.dip_vol_mult,exit.lot_tp_vol_mult,exit.lot_tp_sell_frac,exit.upday_sell_frac,exit.basket_sl_pct,exit.basket_tp_pct,exit.max_hold_days,regime.enabled,regime.bear_max_baskets,regime.ma_band,regime.cooldown_after_sl_days,regime.breaker_dd,costs.commission_pct,simple_annual,cagr,mdd,mdd_recover_days,max_underwater_days,sharpe,calmar,worst_year,avg_exposure,n_baskets_closed,basket_win_rate,n_trades,train_simple_annual,train_cagr,train_mdd,train_calmar,train_sharpe,test_simple_annual,test_cagr,test_mdd,test_calmar,test_sharpe
4,8,0.25,0.5,1.0,0.2,,0.1,60,False,1,0.02,20,,0.001,0.6015046665181981,0.12018407948084087,-0.2865542561515171,401,897,0.7467760467889417,0.4194112524969544,-0.19970791076465988,0.12928596224312025,343,0.8425655976676385,23941,0.1977600834921042,0.09439141877693014,-0.2865542561515171,0.32940155921823117,0.5939683065111027,0.31908045278114905,0.16632907341181769,-0.17372142023267867,0.9574471195839878,1.050756028470951
4,4,0.25,1.0,1.0,0.2,,0.2,60,True,1,0.02,20,0.15,0.001,0.5902775459819221,0.1193679247683348,-0.3918407171155972,609,1344,0.6307306074610948,0.30463379519877715,-0.23794605041427985,0.1652027973651214,314,0.6719745222929936,15077,0.19661735775299832,0.09408473964643815,-0.3918407171155972,0.24010965562489553,0.5523589191150919,0.30253506284846426,0.16106667091012294,-0.30544690551327147,0.5273147902397876,0.7348374355646796
4,8,0.25,0.5,1.0,0.0,,0.1,60,True,1,0.02,20,0.15,0.001,0.5813916219327231,0.118712043260089,-0.4039649525047071,458,1376,0.7232647284746316,0.29386718457637917,-0.22271261562221323,0.14404078069414641,322,0.7391304347826086,10481,0.13303116803828754,0.0746575955488682,-0.31926146906513175,0.23384467836811676,0.5163178652386682,0.43011165024603365,0.1976714829267041,-0.4039649525047071,0.4893282986582872,1.0280930668662824
4,8,0.25,0.5,1.0,0.0,,0.1,40,True,1,0.02,20,0.15,0.001,0.5656493385952791,0.11752774476080319,-0.3815331192347132,502,1045,0.7347859147601921,0.3080407409887317,-0.2361844126966659,0.13431845960018463,424,0.7924528301886793,10425,0.10908327006472347,0.06577444314073055,-0.3815331192347132,0.17239510759291946,0.4737231063889027,0.49319280370757684,0.21304785467764598,-0.28032110259420784,0.7600136154788658,1.1329842936834489
4,4,0.25,0.5,1.0,0.2,,0.1,40,True,1,0.02,20,0.25,0.001,0.5656041852988074,0.11752430569959138,-0.40569733058049495,423,1318,0.6168801689968988,0.28968469063237584,-0.3012799000927374,0.16461999120326368,428,0.794392523364486,15371,0.10944145125099171,0.06591557019570837,-0.40036349732984433,0.1646393106147812,0.41833766818963575,0.4886699297608344,0.21199328091950864,-0.40569733058049495,0.5225404875505997,0.8987934385938091
4,8,0.25,0.5,1.0,0.0,,0.2,40,True,1,0.02,20,0.25,0.001,0.5645979566950291,0.11744760348304406,-0.396159181165998,530,1098,0.7111669479368325,0.29646568618545116,-0.2702549228521691,0.14876527040540544,441,0.7936507936507936,11122,0.11414468034404883,0.06774382044561333,-0.396159181165998,0.17100151571957994,0.4727788820372715,0.47484055476121784,0.20872504206309528,-0.3435449027812738,0.6075626224499251,1.0714389736189451
4,8,0.25,0.5,1.0,0.0,,0.1,40,True,1,0.02,20,0.25,0.001,0.5640278120196234,0.1174040886131904,-0.3961591811659987,530,1098,0.7086909851838522,0.29635584430389794,-0.27025492285217,0.14944542446778744,443,0.7968397291196389,11103,0.10993135927916618,0.06610815812512416,-0.3961591811659987,0.16687271497924344,0.4609053224313408,0.48859769637313644,0.21197638229652904,-0.3435449027812739,0.6170267134817276,1.08814450102083
4,8,0.25,0.5,1.0,0.2,,0.2,60,False,1,0.02,20,,0.001,0.5634244665046055,0.11735799696745186,-0.2872636869469727,407,895,0.7310898951022059,0.4085375294550039,-0.1893649773489624,0.12937850266090936,342,0.847953216374269,23921,0.1832791966137011,0.09040894482807915,-0.2872636869469727,0.3147245855852576,0.5721383597059915,0.31724173753533796,0.16575305166658083,-0.1849880217184442,0.8960204564966946,1.0500098640939928
4,4,0.25,1.0,1.0,0.5,,0.1,60,True,1,0.02,20,0.15,0.001,0.5616865001586002,0.11722498094068357,-0.2987747647697826,1150,1303,0.735452002611633,0.39235234953999515,-0.1533056858736015,0.12098696365300977,342,0.7251461988304093,14232,0.14719322469776538,0.07944626551784806,-0.2987747647697826,0.26590687998387164,0.5680774737808196,0.3859750938411686,0.18595214747809696,-0.268211542523233,0.693304045488607,0.976014410536932
4,4,0.25,0.5,1.0,0.2,,0.1,60,True,1,0.02,20,0.15,0.001,0.5541147237111755,0.11664115028299982,-0.4351137121327612,535,1425,0.6371445338599948,0.26807049980399256,-0.2840490345525347,0.15510407131948195,351,0.698005698005698,14859,0.15404546370505898,0.08165631188912137,-0.4351137121327612,0.18766660211390104,0.5074320059177924,0.36064144220434097,0.1788083747747271,-0.2512230313313537,0.711751521455394,0.8218214161527851
4,4,0.25,1.0,1.0,0.5,,0.2,40,True,1,0.02,20,,0.001,0.5288871153253787,0.11464324216867627,-0.34202737465647226,546,1297,0.690377059775653,0.33518732903710535,-0.2400014345419239,0.1300458055692735,409,0.7995110024449877,15017,0.09808626024993673,0.061302880562938755,-0.34202737465647226,0.17923384239203236,0.43683713564840837,0.5011049318816445,0.2148761896020175,-0.1786797289607498,1.2025773200563725,1.0695108031678473
4,4,0.25,1.0,1.0,0.5,,0.2,60,True,1,0.02,20,,0.001,0.5109065884558,0.11316686443493396,-0.34218809715193166,544,1096,0.6888948156546237,0.3307153737281745,-0.23040690655582963,0.1291578030007794,310,0.7677419354838709,15067,0.08602350832360214,0.0560590924238793,-0.34218809715193166,0.16382537233312658,0.41021911102300246,0.5302614425750223,0.22143992910306842,-0.1774359618754634,1.2479991471993146,1.1072744653774023
